gen >0, new best = 168.300
gen >0, new best = 162.400
gen >0, new best = 160.700
gen >0, new best = 158.200
gen: 0 best: 158.2 mean: 175.80323383084578
gen >1, new best = 157.200
gen >1, new best = 154.500
gen: 1 best: 154.5 mean: 174.76169154228856
gen: 2 best: 154.5 mean: 174.4910447761194
gen >3, new best = 154.400
gen: 3 best: 154.4 mean: 173.87860696517413
gen: 4 best: 154.4 mean: 173.32189054726368
gen >5, new best = 150.000
gen: 5 best: 150.0 mean: 172.41592039800994
gen: 6 best: 150.0 mean: 172.51592039800994
gen: 7 best: 150.0 mean: 172.61393034825872
gen >8, new best = 147.700
gen: 8 best: 147.7 mean: 171.41492537313434
gen: 9 best: 147.7 mean: 171.53980099502488
gen: 10 best: 147.7 mean: 170.77810945273632
gen: 11 best: 147.7 mean: 169.63333333333333
gen: 12 best: 147.7 mean: 168.8766169154229
gen: 13 best: 147.7 mean: 168.70298507462687
gen: 14 best: 147.7 mean: 168.8084577114428
gen: 15 best: 147.7 mean: 168.1830845771144
gen: 16 best: 147.7 mean: 168.75671641791044
gen: 17 best: 147.7 mean: 167.73383084577114
gen: 18 best: 147.7 mean: 168.03084577114427
gen: 19 best: 147.7 mean: 166.69651741293532
gen: 20 best: 147.7 mean: 166.20298507462687
gen: 21 best: 147.7 mean: 166.34328358208955
gen: 22 best: 147.7 mean: 166.97512437810946
gen: 23 best: 147.7 mean: 166.20646766169153
gen: 24 best: 147.7 mean: 165.7223880597015
gen: 25 best: 147.7 mean: 165.2636815920398
gen: 26 best: 147.7 mean: 165.30199004975125
gen >27, new best = 143.100
gen: 27 best: 143.1 mean: 164.3900497512438
gen: 28 best: 143.1 mean: 163.30597014925374
gen: 29 best: 143.1 mean: 164.55572139303482
gen: 30 best: 143.1 mean: 164.21044776119402
gen: 31 best: 143.1 mean: 164.01691542288557
gen: 32 best: 143.1 mean: 163.57910447761193
gen: 33 best: 143.1 mean: 163.16069651741293
gen: 34 best: 143.1 mean: 163.61094527363184
gen: 35 best: 143.1 mean: 162.963184079602
gen: 36 best: 143.1 mean: 163.09452736318408
gen: 37 best: 143.1 mean: 162.62935323383084
gen: 38 best: 143.1 mean: 163.01094527363185
gen: 39 best: 143.1 mean: 163.6099502487562
gen: 40 best: 143.1 mean: 162.53930348258706
gen: 41 best: 143.1 mean: 162.52238805970148
gen: 42 best: 143.1 mean: 162.25870646766168
gen: 43 best: 143.1 mean: 161.20199004975123
gen: 44 best: 143.1 mean: 162.44825870646767
gen: 45 best: 143.1 mean: 161.89800995024876
gen >46, new best = 141.200
gen: 46 best: 141.2 mean: 160.7776119402985
gen: 47 best: 141.2 mean: 161.43084577114428
gen: 48 best: 141.2 mean: 161.60149253731342
gen: 49 best: 141.2 mean: 160.7726368159204
gen: 50 best: 141.2 mean: 160.7691542288557
gen: 51 best: 141.2 mean: 160.8855721393035
gen: 52 best: 141.2 mean: 161.42885572139303
gen: 53 best: 141.2 mean: 161.081592039801
gen: 54 best: 141.2 mean: 160.71990049751244
gen: 55 best: 141.2 mean: 161.14975124378108
gen: 56 best: 141.2 mean: 159.4363184079602
gen >57, new best = 138.200
gen: 57 best: 138.2 mean: 159.063184079602
gen: 58 best: 138.2 mean: 160.04925373134327
gen: 59 best: 138.2 mean: 159.5990049751244
gen: 60 best: 138.2 mean: 159.13034825870648
gen: 61 best: 138.2 mean: 159.0592039800995
gen: 62 best: 138.2 mean: 159.00398009950248
gen: 63 best: 138.2 mean: 158.9
gen: 64 best: 138.2 mean: 159.2865671641791
gen: 65 best: 138.2 mean: 158.3641791044776
gen: 66 best: 138.2 mean: 159.28407960199004
gen: 67 best: 138.2 mean: 158.41990049751243
gen: 68 best: 138.2 mean: 158.5089552238806
gen: 69 best: 138.2 mean: 158.86766169154228
gen: 70 best: 138.2 mean: 159.03532338308457
gen: 71 best: 138.2 mean: 158.33582089552237
gen: 72 best: 138.2 mean: 158.93084577114428
gen: 73 best: 138.2 mean: 158.82885572139304
gen: 74 best: 138.2 mean: 157.68308457711444
gen: 75 best: 138.2 mean: 157.5318407960199
gen: 76 best: 138.2 mean: 158.17363184079602
gen: 77 best: 138.2 mean: 158.40199004975125
gen: 78 best: 138.2 mean: 157.8089552238806
gen: 79 best: 138.2 mean: 157.618407960199
gen: 80 best: 138.2 mean: 157.5512437810945
gen: 81 best: 138.2 mean: 157.28507462686568
gen: 82 best: 138.2 mean: 156.81990049751244
gen: 83 best: 138.2 mean: 157.44626865671643
gen: 84 best: 138.2 mean: 157.4587064676617
gen: 85 best: 138.2 mean: 157.99303482587064
gen: 86 best: 138.2 mean: 157.6592039800995
gen: 87 best: 138.2 mean: 157.39800995024876
gen: 88 best: 138.2 mean: 157.3004975124378
gen: 89 best: 138.2 mean: 158.44626865671643
gen: 90 best: 138.2 mean: 157.85174129353234
gen: 91 best: 138.2 mean: 157.74278606965174
gen: 92 best: 138.2 mean: 157.66417910447763
gen: 93 best: 138.2 mean: 158.10796019900496
gen: 94 best: 138.2 mean: 157.3681592039801
gen: 95 best: 138.2 mean: 157.75721393034826
gen: 96 best: 138.2 mean: 157.2995024875622
gen: 97 best: 138.2 mean: 157.20696517412935
gen: 98 best: 138.2 mean: 157.13980099502487
gen: 99 best: 138.2 mean: 157.56467661691542
