Exp	Best	Mean	StdDev
256N_graph10strictgen3rem50_628342graph.dat	1	81.81481481481481	79.92104299778998
256N_graph10strictgen3rem70_114244graph.dat	1	69.37037037037037	81.88119132288817
256N_graph10mediumgen3rem50_571220graph.dat	1	98.0952380952381	62.64024627597452
256N_graph10mediumgen3rem70_342732graph.dat	1	88.51063829787235	71.77354231322514
256N_graph10laxgen3rem50_485537graph.dat	1	98.34042553191489	75.21409911846251
256N_graph10laxgen3rem70_742586graph.dat	1	95.35416666666667	78.5261340741978
256N_graph10leerygen3rem50_456976graph.dat	1	105.31914893617021	79.21720917239465
256N_graph10leerygen3rem70_456976graph.dat	1	113.11363636363636	80.53971801344943
