gen >0, new best = 296.500
gen >0, new best = 274.000
gen >0, new best = 248.600
gen >0, new best = 218.900
gen: 0 best: 218.9 mean: 315.20298507462684
gen >1, new best = 214.700
gen: 1 best: 214.7 mean: 308.4955223880597
gen >2, new best = 210.300
gen: 2 best: 210.3 mean: 306.0845771144279
gen >3, new best = 197.700
gen: 3 best: 197.7 mean: 294.1303482587065
gen: 4 best: 197.7 mean: 296.252736318408
gen: 5 best: 197.7 mean: 286.2199004975124
gen: 6 best: 197.7 mean: 287.89651741293534
gen: 7 best: 197.7 mean: 282.01144278606967
gen >8, new best = 196.300
gen: 8 best: 196.3 mean: 279.9950248756219
gen: 9 best: 196.3 mean: 277.31990049751244
gen: 10 best: 196.3 mean: 277.247263681592
gen >11, new best = 190.700
gen: 11 best: 190.7 mean: 272.736815920398
gen: 12 best: 190.7 mean: 273.32835820895525
gen: 13 best: 190.7 mean: 273.1701492537313
gen: 14 best: 190.7 mean: 267.87860696517413
gen: 15 best: 190.7 mean: 267.1900497512438
gen >16, new best = 177.500
gen: 16 best: 177.5 mean: 263.9781094527363
gen: 17 best: 177.5 mean: 263.9651741293532
gen: 18 best: 177.5 mean: 261.6094527363184
gen: 19 best: 177.5 mean: 258.5169154228856
gen: 20 best: 177.5 mean: 258.8278606965174
gen: 21 best: 177.5 mean: 256.0437810945274
gen: 22 best: 177.5 mean: 254.16567164179105
gen: 23 best: 177.5 mean: 254.30248756218904
gen: 24 best: 177.5 mean: 254.07064676616915
gen: 25 best: 177.5 mean: 254.15820895522387
gen: 26 best: 177.5 mean: 249.7004975124378
gen: 27 best: 177.5 mean: 251.5228855721393
gen: 28 best: 177.5 mean: 248.95671641791046
gen: 29 best: 177.5 mean: 245.03731343283582
gen >30, new best = 170.400
gen: 30 best: 170.4 mean: 246.936815920398
gen: 31 best: 170.4 mean: 247.25970149253732
gen: 32 best: 170.4 mean: 244.99950248756218
gen: 33 best: 170.4 mean: 245.48208955223882
gen: 34 best: 170.4 mean: 246.88955223880598
gen: 35 best: 170.4 mean: 245.707960199005
gen: 36 best: 170.4 mean: 246.57860696517412
gen: 37 best: 170.4 mean: 242.71094527363184
gen: 38 best: 170.4 mean: 240.7089552238806
gen: 39 best: 170.4 mean: 241.27562189054726
gen: 40 best: 170.4 mean: 240.3900497512438
gen: 41 best: 170.4 mean: 237.40348258706467
gen: 42 best: 170.4 mean: 237.47860696517412
gen: 43 best: 170.4 mean: 238.77164179104477
gen: 44 best: 170.4 mean: 240.57213930348257
gen: 45 best: 170.4 mean: 235.9910447761194
gen: 46 best: 170.4 mean: 238.15074626865672
gen: 47 best: 170.4 mean: 235.67960199004975
gen: 48 best: 170.4 mean: 234.49900497512436
gen: 49 best: 170.4 mean: 235.93283582089552
gen: 50 best: 170.4 mean: 239.10696517412936
gen: 51 best: 170.4 mean: 234.3412935323383
gen: 52 best: 170.4 mean: 235.96019900497512
gen: 53 best: 170.4 mean: 234.64726368159205
gen: 54 best: 170.4 mean: 235.45174129353234
gen: 55 best: 170.4 mean: 233.3233830845771
gen: 56 best: 170.4 mean: 234.81940298507462
gen: 57 best: 170.4 mean: 230.32388059701492
gen: 58 best: 170.4 mean: 230.58059701492536
gen: 59 best: 170.4 mean: 233.49303482587064
gen: 60 best: 170.4 mean: 232.13681592039802
gen: 61 best: 170.4 mean: 231.04925373134327
gen: 62 best: 170.4 mean: 231.24129353233832
gen: 63 best: 170.4 mean: 226.78706467661692
gen >64, new best = 164.300
gen: 64 best: 164.3 mean: 232.03084577114427
gen: 65 best: 164.3 mean: 230.19004975124378
gen: 66 best: 164.3 mean: 228.28258706467662
gen: 67 best: 164.3 mean: 226.62238805970148
gen: 68 best: 164.3 mean: 227.16666666666666
gen: 69 best: 164.3 mean: 227.91094527363185
gen: 70 best: 164.3 mean: 228.7910447761194
gen: 71 best: 164.3 mean: 227.55621890547263
gen: 72 best: 164.3 mean: 224.28706467661692
gen: 73 best: 164.3 mean: 226.26218905472638
gen: 74 best: 164.3 mean: 224.9870646766169
gen: 75 best: 164.3 mean: 228.25124378109453
gen: 76 best: 164.3 mean: 225.20646766169153
gen: 77 best: 164.3 mean: 223.97761194029852
gen: 78 best: 164.3 mean: 225.0328358208955
gen: 79 best: 164.3 mean: 226.02338308457712
gen: 80 best: 164.3 mean: 225.05572139303482
gen: 81 best: 164.3 mean: 225.64378109452736
gen: 82 best: 164.3 mean: 224.9313432835821
gen: 83 best: 164.3 mean: 225.52437810945273
gen: 84 best: 164.3 mean: 221.4592039800995
gen: 85 best: 164.3 mean: 224.21990049751244
gen: 86 best: 164.3 mean: 223.91492537313434
gen: 87 best: 164.3 mean: 226.0457711442786
gen: 88 best: 164.3 mean: 225.21542288557214
gen: 89 best: 164.3 mean: 222.8582089552239
gen: 90 best: 164.3 mean: 223.3179104477612
gen: 91 best: 164.3 mean: 222.5218905472637
gen: 92 best: 164.3 mean: 222.08557213930348
gen: 93 best: 164.3 mean: 222.68407960199005
gen: 94 best: 164.3 mean: 220.29303482587065
gen: 95 best: 164.3 mean: 220.55671641791045
gen: 96 best: 164.3 mean: 222.44626865671643
gen: 97 best: 164.3 mean: 222.23980099502486
gen: 98 best: 164.3 mean: 223.8547263681592
gen: 99 best: 164.3 mean: 222.4915422885572
