gen >0, new best = 306.500
gen >0, new best = 285.100
gen >0, new best = 275.400
gen >0, new best = 268.600
gen >0, new best = 202.400
gen: 0 best: 202.4 mean: 309.0129353233831
gen: 1 best: 202.4 mean: 298.9049751243781
gen: 2 best: 202.4 mean: 289.9726368159204
gen: 3 best: 202.4 mean: 285.789552238806
gen: 4 best: 202.4 mean: 283.1771144278607
gen >5, new best = 198.300
gen >5, new best = 193.100
gen: 5 best: 193.1 mean: 281.2308457711443
gen: 6 best: 193.1 mean: 275.74427860696517
gen: 7 best: 193.1 mean: 277.5497512437811
gen: 8 best: 193.1 mean: 271.47014925373134
gen: 9 best: 193.1 mean: 268.07114427860694
gen >10, new best = 178.400
gen: 10 best: 178.4 mean: 267.5766169154229
gen: 11 best: 178.4 mean: 266.04676616915424
gen: 12 best: 178.4 mean: 264.10348258706466
gen: 13 best: 178.4 mean: 254.82487562189056
gen: 14 best: 178.4 mean: 256.2218905472637
gen: 15 best: 178.4 mean: 251.27562189054726
gen: 16 best: 178.4 mean: 251.97761194029852
gen: 17 best: 178.4 mean: 250.0457711442786
gen: 18 best: 178.4 mean: 248.1189054726368
gen: 19 best: 178.4 mean: 250.60248756218905
gen: 20 best: 178.4 mean: 246.15572139303484
gen: 21 best: 178.4 mean: 244.9044776119403
gen: 22 best: 178.4 mean: 247.61691542288557
gen >23, new best = 175.600
gen: 23 best: 175.6 mean: 244.6502487562189
gen: 24 best: 175.6 mean: 244.08955223880596
gen: 25 best: 175.6 mean: 241.98756218905473
gen: 26 best: 175.6 mean: 242.37014925373134
gen: 27 best: 175.6 mean: 240.7865671641791
gen: 28 best: 175.6 mean: 240.09850746268657
gen: 29 best: 175.6 mean: 242.0099502487562
gen: 30 best: 175.6 mean: 239.47611940298506
gen: 31 best: 175.6 mean: 237.88308457711443
gen: 32 best: 175.6 mean: 236.9865671641791
gen: 33 best: 175.6 mean: 236.6402985074627
gen: 34 best: 175.6 mean: 235.3636815920398
gen: 35 best: 175.6 mean: 234.69452736318408
gen: 36 best: 175.6 mean: 234.68507462686568
gen: 37 best: 175.6 mean: 233.97064676616915
gen: 38 best: 175.6 mean: 236.46915422885573
gen: 39 best: 175.6 mean: 232.5318407960199
gen: 40 best: 175.6 mean: 232.87860696517413
gen: 41 best: 175.6 mean: 234.84726368159204
gen: 42 best: 175.6 mean: 235.0547263681592
gen: 43 best: 175.6 mean: 234.37014925373134
gen: 44 best: 175.6 mean: 233.77860696517413
gen: 45 best: 175.6 mean: 233.86666666666667
gen: 46 best: 175.6 mean: 231.45124378109452
gen: 47 best: 175.6 mean: 232.20348258706468
gen: 48 best: 175.6 mean: 229.87213930348258
gen: 49 best: 175.6 mean: 231.76666666666668
gen: 50 best: 175.6 mean: 230.0134328358209
gen: 51 best: 175.6 mean: 231.78557213930347
gen: 52 best: 175.6 mean: 229.7278606965174
gen: 53 best: 175.6 mean: 229.8965174129353
gen: 54 best: 175.6 mean: 228.90248756218907
gen: 55 best: 175.6 mean: 231.25721393034826
gen: 56 best: 175.6 mean: 228.49751243781094
gen: 57 best: 175.6 mean: 229.40348258706467
gen: 58 best: 175.6 mean: 226.14278606965175
gen: 59 best: 175.6 mean: 226.4228855721393
gen: 60 best: 175.6 mean: 228.4870646766169
gen: 61 best: 175.6 mean: 228.25671641791044
gen: 62 best: 175.6 mean: 223.74577114427862
gen: 63 best: 175.6 mean: 225.20845771144278
gen: 64 best: 175.6 mean: 225.06517412935324
gen: 65 best: 175.6 mean: 225.4587064676617
gen: 66 best: 175.6 mean: 225.49601990049752
gen: 67 best: 175.6 mean: 224.17562189054726
gen: 68 best: 175.6 mean: 224.56965174129354
gen: 69 best: 175.6 mean: 225.4497512437811
gen: 70 best: 175.6 mean: 223.51094527363185
gen: 71 best: 175.6 mean: 224.3597014925373
gen: 72 best: 175.6 mean: 224.0512437810945
gen: 73 best: 175.6 mean: 224.20746268656717
gen: 74 best: 175.6 mean: 223.62985074626866
gen: 75 best: 175.6 mean: 225.2492537313433
gen: 76 best: 175.6 mean: 225.52487562189054
gen: 77 best: 175.6 mean: 224.46616915422885
gen: 78 best: 175.6 mean: 225.1776119402985
gen: 79 best: 175.6 mean: 222.9865671641791
gen: 80 best: 175.6 mean: 221.99601990049752
gen: 81 best: 175.6 mean: 222.3587064676617
gen: 82 best: 175.6 mean: 223.5910447761194
gen: 83 best: 175.6 mean: 222.0681592039801
gen: 84 best: 175.6 mean: 222.9910447761194
gen: 85 best: 175.6 mean: 222.63383084577114
gen: 86 best: 175.6 mean: 221.85323383084577
gen: 87 best: 175.6 mean: 223.03781094527363
gen: 88 best: 175.6 mean: 224.58756218905472
gen: 89 best: 175.6 mean: 221.82587064676616
gen: 90 best: 175.6 mean: 222.07661691542287
gen: 91 best: 175.6 mean: 221.05572139303482
gen: 92 best: 175.6 mean: 222.2139303482587
gen: 93 best: 175.6 mean: 221.78855721393035
gen: 94 best: 175.6 mean: 220.63830845771145
gen: 95 best: 175.6 mean: 219.4039800995025
gen: 96 best: 175.6 mean: 222.28855721393035
gen: 97 best: 175.6 mean: 223.4223880597015
gen: 98 best: 175.6 mean: 221.536815920398
gen: 99 best: 175.6 mean: 221.98507462686567
