gen >0, new best = 331.100
gen >0, new best = 318.700
gen >0, new best = 312.700
gen >0, new best = 311.900
gen >0, new best = 311.800
gen >0, new best = 300.700
gen: 0 best: 300.7 mean: 332.72636815920396
gen: 1 best: 300.7 mean: 333.3547263681592
gen >2, new best = 291.100
gen: 2 best: 291.1 mean: 332.25223880597014
gen: 3 best: 291.1 mean: 330.14776119402984
gen >4, new best = 280.000
gen: 4 best: 280.0 mean: 329.6442786069652
gen: 5 best: 280.0 mean: 328.0935323383085
gen >6, new best = 277.000
gen: 6 best: 277.0 mean: 327.6820895522388
gen: 7 best: 277.0 mean: 327.32089552238807
gen: 8 best: 277.0 mean: 325.4398009950249
gen: 9 best: 277.0 mean: 325.07611940298506
gen: 10 best: 277.0 mean: 323.3716417910448
gen: 11 best: 277.0 mean: 323.2825870646766
gen: 12 best: 277.0 mean: 322.6776119402985
gen: 13 best: 277.0 mean: 322.7781094527363
gen: 14 best: 277.0 mean: 322.15472636815923
gen: 15 best: 277.0 mean: 321.77064676616914
gen: 16 best: 277.0 mean: 321.2049751243781
gen >17, new best = 266.900
gen: 17 best: 266.9 mean: 320.14228855721393
gen: 18 best: 266.9 mean: 320.0164179104478
gen: 19 best: 266.9 mean: 319.1154228855721
gen: 20 best: 266.9 mean: 318.87860696517413
gen: 21 best: 266.9 mean: 318.03582089552236
gen: 22 best: 266.9 mean: 318.39850746268655
gen >23, new best = 255.600
gen: 23 best: 255.6 mean: 315.73880597014926
gen: 24 best: 255.6 mean: 315.87462686567164
gen: 25 best: 255.6 mean: 316.9134328358209
gen: 26 best: 255.6 mean: 316.5547263681592
gen: 27 best: 255.6 mean: 316.56318407960197
gen: 28 best: 255.6 mean: 316.3666666666667
gen: 29 best: 255.6 mean: 316.144776119403
gen: 30 best: 255.6 mean: 316.0681592039801
gen: 31 best: 255.6 mean: 315.5019900497512
gen: 32 best: 255.6 mean: 315.71890547263683
gen: 33 best: 255.6 mean: 316.1507462686567
gen: 34 best: 255.6 mean: 314.2945273631841
gen: 35 best: 255.6 mean: 315.881592039801
gen: 36 best: 255.6 mean: 313.6905472636816
gen: 37 best: 255.6 mean: 314.38905472636816
gen: 38 best: 255.6 mean: 313.35223880597016
gen: 39 best: 255.6 mean: 312.11293532338306
gen: 40 best: 255.6 mean: 312.5751243781095
gen: 41 best: 255.6 mean: 311.46119402985073
gen: 42 best: 255.6 mean: 312.29950248756217
gen: 43 best: 255.6 mean: 312.50597014925376
gen: 44 best: 255.6 mean: 313.22985074626865
gen: 45 best: 255.6 mean: 311.85771144278607
gen: 46 best: 255.6 mean: 312.0
gen: 47 best: 255.6 mean: 310.2179104477612
gen: 48 best: 255.6 mean: 312.6542288557214
gen: 49 best: 255.6 mean: 309.3587064676617
gen: 50 best: 255.6 mean: 309.6039800995025
gen: 51 best: 255.6 mean: 310.9213930348259
gen: 52 best: 255.6 mean: 310.01542288557215
gen: 53 best: 255.6 mean: 310.3313432835821
gen: 54 best: 255.6 mean: 310.45323383084576
gen: 55 best: 255.6 mean: 309.21890547263683
gen: 56 best: 255.6 mean: 310.24427860696517
gen: 57 best: 255.6 mean: 308.9800995024876
gen: 58 best: 255.6 mean: 309.5457711442786
gen: 59 best: 255.6 mean: 309.3457711442786
gen: 60 best: 255.6 mean: 307.81592039800995
gen: 61 best: 255.6 mean: 309.0044776119403
gen >62, new best = 253.000
gen: 62 best: 253.0 mean: 310.2746268656716
gen: 63 best: 253.0 mean: 308.3
gen: 64 best: 253.0 mean: 308.44776119402985
gen: 65 best: 253.0 mean: 310.2233830845771
gen: 66 best: 253.0 mean: 307.3328358208955
gen: 67 best: 253.0 mean: 309.2905472636816
gen: 68 best: 253.0 mean: 309.5109452736318
gen: 69 best: 253.0 mean: 308.9049751243781
gen: 70 best: 253.0 mean: 308.5990049751244
gen: 71 best: 253.0 mean: 307.2412935323383
gen: 72 best: 253.0 mean: 308.9955223880597
gen: 73 best: 253.0 mean: 308.3696517412935
gen: 74 best: 253.0 mean: 307.9323383084577
gen: 75 best: 253.0 mean: 309.1925373134328
gen: 76 best: 253.0 mean: 307.8278606965174
gen: 77 best: 253.0 mean: 306.93134328358207
gen: 78 best: 253.0 mean: 308.27014925373135
gen: 79 best: 253.0 mean: 307.40199004975125
gen: 80 best: 253.0 mean: 306.33383084577116
gen: 81 best: 253.0 mean: 306.8557213930348
gen: 82 best: 253.0 mean: 304.93681592039803
gen: 83 best: 253.0 mean: 308.1980099502488
gen: 84 best: 253.0 mean: 308.107960199005
gen: 85 best: 253.0 mean: 307.055223880597
gen: 86 best: 253.0 mean: 307.5049751243781
gen: 87 best: 253.0 mean: 306.73930348258705
gen: 88 best: 253.0 mean: 306.7223880597015
gen: 89 best: 253.0 mean: 306.7855721393035
gen: 90 best: 253.0 mean: 308.9492537313433
gen: 91 best: 253.0 mean: 306.8502487562189
gen: 92 best: 253.0 mean: 307.43830845771146
gen: 93 best: 253.0 mean: 306.1149253731343
gen: 94 best: 253.0 mean: 307.6223880597015
gen: 95 best: 253.0 mean: 307.67661691542287
gen: 96 best: 253.0 mean: 306.68407960199005
gen: 97 best: 253.0 mean: 307.67512437810944
gen: 98 best: 253.0 mean: 306.0497512437811
gen: 99 best: 253.0 mean: 306.926368159204
