gen >0, new best = 312.100
gen >0, new best = 300.500
gen >0, new best = 298.700
gen: 0 best: 298.7 mean: 331.06990049751244
gen: 1 best: 298.7 mean: 331.9507462686567
gen: 2 best: 298.7 mean: 331.29353233830847
gen >3, new best = 297.500
gen: 3 best: 297.5 mean: 329.9283582089552
gen: 4 best: 297.5 mean: 330.13980099502487
gen: 5 best: 297.5 mean: 329.263184079602
gen >6, new best = 297.400
gen >6, new best = 295.400
gen >6, new best = 286.000
gen: 6 best: 286.0 mean: 327.5636815920398
gen: 7 best: 286.0 mean: 327.5865671641791
gen: 8 best: 286.0 mean: 326.4731343283582
gen >9, new best = 266.600
gen: 9 best: 266.6 mean: 325.6671641791045
gen: 10 best: 266.6 mean: 325.3592039800995
gen: 11 best: 266.6 mean: 324.36119402985076
gen: 12 best: 266.6 mean: 323.75721393034826
gen: 13 best: 266.6 mean: 323.61990049751245
gen: 14 best: 266.6 mean: 323.210447761194
gen: 15 best: 266.6 mean: 322.90398009950246
gen: 16 best: 266.6 mean: 322.66616915422884
gen: 17 best: 266.6 mean: 322.59452736318406
gen: 18 best: 266.6 mean: 322.2199004975124
gen: 19 best: 266.6 mean: 321.33930348258707
gen: 20 best: 266.6 mean: 321.63432835820896
gen: 21 best: 266.6 mean: 321.3492537313433
gen: 22 best: 266.6 mean: 320.40149253731346
gen: 23 best: 266.6 mean: 321.0825870646766
gen: 24 best: 266.6 mean: 318.9800995024876
gen: 25 best: 266.6 mean: 318.728855721393
gen: 26 best: 266.6 mean: 318.5537313432836
gen: 27 best: 266.6 mean: 318.57064676616915
gen: 28 best: 266.6 mean: 317.9850746268657
gen: 29 best: 266.6 mean: 317.6995024875622
gen: 30 best: 266.6 mean: 316.77562189054726
gen: 31 best: 266.6 mean: 315.9004975124378
gen: 32 best: 266.6 mean: 316.1487562189055
gen: 33 best: 266.6 mean: 315.7457711442786
gen: 34 best: 266.6 mean: 315.46417910447764
gen: 35 best: 266.6 mean: 314.88557213930346
gen: 36 best: 266.6 mean: 315.918407960199
gen: 37 best: 266.6 mean: 315.4273631840796
gen: 38 best: 266.6 mean: 314.089552238806
gen: 39 best: 266.6 mean: 315.5014925373134
gen: 40 best: 266.6 mean: 314.15671641791045
gen: 41 best: 266.6 mean: 313.52039800995027
gen: 42 best: 266.6 mean: 312.2034825870647
gen: 43 best: 266.6 mean: 312.58855721393036
gen >44, new best = 250.700
gen: 44 best: 250.7 mean: 312.04278606965175
gen: 45 best: 250.7 mean: 311.29701492537316
gen: 46 best: 250.7 mean: 310.41641791044776
gen: 47 best: 250.7 mean: 311.43482587064676
gen: 48 best: 250.7 mean: 310.7726368159204
gen: 49 best: 250.7 mean: 310.3373134328358
gen: 50 best: 250.7 mean: 310.1825870646766
gen: 51 best: 250.7 mean: 310.5054726368159
gen: 52 best: 250.7 mean: 310.47462686567167
gen: 53 best: 250.7 mean: 310.50099502487564
gen: 54 best: 250.7 mean: 309.0970149253731
gen: 55 best: 250.7 mean: 309.8004975124378
gen: 56 best: 250.7 mean: 309.43333333333334
gen: 57 best: 250.7 mean: 308.589552238806
gen: 58 best: 250.7 mean: 307.9034825870647
gen: 59 best: 250.7 mean: 308.72935323383086
gen: 60 best: 250.7 mean: 307.789552238806
gen: 61 best: 250.7 mean: 308.12885572139305
gen: 62 best: 250.7 mean: 307.4800995024876
gen: 63 best: 250.7 mean: 307.6333333333333
gen: 64 best: 250.7 mean: 307.3
gen: 65 best: 250.7 mean: 308.22786069651744
gen: 66 best: 250.7 mean: 306.9636815920398
gen >67, new best = 248.900
gen: 67 best: 248.9 mean: 305.62587064676615
gen: 68 best: 248.9 mean: 307.0601990049751
gen: 69 best: 248.9 mean: 305.16218905472635
gen: 70 best: 248.9 mean: 305.2144278606965
gen: 71 best: 248.9 mean: 304.9542288557214
gen: 72 best: 248.9 mean: 305.6313432835821
gen: 73 best: 248.9 mean: 304.763184079602
gen: 74 best: 248.9 mean: 304.9049751243781
gen: 75 best: 248.9 mean: 303.0149253731343
gen: 76 best: 248.9 mean: 303.1407960199005
gen: 77 best: 248.9 mean: 303.38009950248755
gen: 78 best: 248.9 mean: 303.79950248756217
gen: 79 best: 248.9 mean: 302.75721393034826
gen: 80 best: 248.9 mean: 302.9218905472637
gen: 81 best: 248.9 mean: 302.8
gen: 82 best: 248.9 mean: 301.9875621890547
gen: 83 best: 248.9 mean: 302.663184079602
gen: 84 best: 248.9 mean: 301.7870646766169
gen: 85 best: 248.9 mean: 301.0452736318408
gen: 86 best: 248.9 mean: 302.0144278606965
gen: 87 best: 248.9 mean: 301.5910447761194
gen: 88 best: 248.9 mean: 301.3686567164179
gen: 89 best: 248.9 mean: 301.2562189054726
gen: 90 best: 248.9 mean: 301.98258706467664
gen: 91 best: 248.9 mean: 300.6154228855721
gen: 92 best: 248.9 mean: 299.6870646766169
gen: 93 best: 248.9 mean: 301.3512437810945
gen: 94 best: 248.9 mean: 300.35970149253734
gen: 95 best: 248.9 mean: 300.3805970149254
gen: 96 best: 248.9 mean: 300.67064676616917
gen: 97 best: 248.9 mean: 299.3880597014925
gen >98, new best = 238.900
gen: 98 best: 238.9 mean: 300.38955223880595
gen: 99 best: 238.9 mean: 299.410447761194
