Exp	Best	Mean	StdDev
256N_graph19strictgen3rem50_85683graph.dat	1	111.35897435897436	69.07316343298871
256N_graph19strictgen3rem70_342732graph.dat	1	82.38461538461539	73.09692034082975
256N_graph19mediumgen3rem50_685464graph.dat	1	93.53333333333333	66.44951299880066
256N_graph19mediumgen3rem70_742586graph.dat	1	124.96969696969697	53.89579443225538
256N_graph19laxgen3rem50_485537graph.dat	1	112.925	66.39479930687342
256N_graph19laxgen3rem70_856830graph.dat	1	110.97435897435898	65.07884258954067
256N_graph19leerygen3rem50_342732graph.dat	1	138.31428571428572	57.29361541521829
256N_graph19leerygen3rem70_314171graph.dat	1	118.47727272727273	82.38476487476962
