gen >0, new best = 193.000
gen >0, new best = 186.000
gen >0, new best = 175.900
gen >0, new best = 161.000
gen >0, new best = 151.900
gen: 0 best: 151.9 mean: 186.23805970149255
gen: 1 best: 151.9 mean: 185.31243781094528
gen: 2 best: 151.9 mean: 185.41940298507464
gen: 3 best: 151.9 mean: 184.5313432835821
gen: 4 best: 151.9 mean: 183.48507462686567
gen: 5 best: 151.9 mean: 184.1950248756219
gen: 6 best: 151.9 mean: 184.02089552238806
gen: 7 best: 151.9 mean: 183.681592039801
gen: 8 best: 151.9 mean: 182.26218905472638
gen: 9 best: 151.9 mean: 183.29303482587065
gen: 10 best: 151.9 mean: 181.73034825870647
gen: 11 best: 151.9 mean: 180.76417910447762
gen >12, new best = 149.500
gen: 12 best: 149.5 mean: 181.15771144278608
gen: 13 best: 149.5 mean: 179.34726368159204
gen: 14 best: 149.5 mean: 180.46169154228855
gen: 15 best: 149.5 mean: 179.1228855721393
gen: 16 best: 149.5 mean: 178.33084577114428
gen: 17 best: 149.5 mean: 178.0721393034826
gen: 18 best: 149.5 mean: 177.3497512437811
gen: 19 best: 149.5 mean: 176.41492537313434
gen >20, new best = 146.000
gen: 20 best: 146.0 mean: 176.12686567164178
gen: 21 best: 146.0 mean: 176.07611940298509
gen: 22 best: 146.0 mean: 175.41442786069652
gen: 23 best: 146.0 mean: 176.2691542288557
gen: 24 best: 146.0 mean: 175.53383084577115
gen: 25 best: 146.0 mean: 175.55223880597015
gen: 26 best: 146.0 mean: 174.63432835820896
gen: 27 best: 146.0 mean: 175.0358208955224
gen >28, new best = 144.200
gen: 28 best: 144.2 mean: 174.26616915422886
gen: 29 best: 144.2 mean: 173.39353233830846
gen: 30 best: 144.2 mean: 172.36965174129352
gen: 31 best: 144.2 mean: 173.2582089552239
gen: 32 best: 144.2 mean: 172.20398009950247
gen: 33 best: 144.2 mean: 173.26119402985074
gen: 34 best: 144.2 mean: 171.8965174129353
gen: 35 best: 144.2 mean: 171.33432835820895
gen: 36 best: 144.2 mean: 171.65970149253732
gen: 37 best: 144.2 mean: 172.15721393034826
gen: 38 best: 144.2 mean: 170.9273631840796
gen >39, new best = 139.700
gen: 39 best: 139.7 mean: 171.66517412935323
gen: 40 best: 139.7 mean: 170.86965174129352
gen: 41 best: 139.7 mean: 170.45671641791046
gen: 42 best: 139.7 mean: 170.38059701492537
gen: 43 best: 139.7 mean: 170.14378109452736
gen: 44 best: 139.7 mean: 169.8004975124378
gen: 45 best: 139.7 mean: 169.84776119402986
gen: 46 best: 139.7 mean: 169.88407960199004
gen: 47 best: 139.7 mean: 169.1547263681592
gen: 48 best: 139.7 mean: 169.62885572139302
gen: 49 best: 139.7 mean: 169.30298507462686
gen: 50 best: 139.7 mean: 168.53731343283582
gen: 51 best: 139.7 mean: 169.77960199004974
gen: 52 best: 139.7 mean: 168.2323383084577
gen: 53 best: 139.7 mean: 168.50248756218906
gen: 54 best: 139.7 mean: 168.8726368159204
gen: 55 best: 139.7 mean: 168.31691542288556
gen: 56 best: 139.7 mean: 168.8865671641791
gen: 57 best: 139.7 mean: 168.60547263681593
gen: 58 best: 139.7 mean: 168.27462686567165
gen: 59 best: 139.7 mean: 168.7452736318408
gen: 60 best: 139.7 mean: 167.26567164179104
gen: 61 best: 139.7 mean: 167.11194029850745
gen: 62 best: 139.7 mean: 168.17512437810944
gen: 63 best: 139.7 mean: 167.7537313432836
gen: 64 best: 139.7 mean: 167.67810945273632
gen: 65 best: 139.7 mean: 167.43383084577115
gen >66, new best = 136.100
gen: 66 best: 136.1 mean: 166.02537313432836
gen: 67 best: 136.1 mean: 166.8965174129353
gen: 68 best: 136.1 mean: 166.95572139303482
gen: 69 best: 136.1 mean: 165.99402985074627
gen: 70 best: 136.1 mean: 166.71940298507462
gen: 71 best: 136.1 mean: 166.6099502487562
gen: 72 best: 136.1 mean: 166.1402985074627
gen >73, new best = 130.500
gen: 73 best: 130.5 mean: 165.48905472636815
gen: 74 best: 130.5 mean: 166.40298507462686
gen: 75 best: 130.5 mean: 166.19751243781096
gen: 76 best: 130.5 mean: 165.80248756218904
gen: 77 best: 130.5 mean: 165.86865671641792
gen: 78 best: 130.5 mean: 165.95323383084576
gen: 79 best: 130.5 mean: 165.58855721393036
gen: 80 best: 130.5 mean: 165.73582089552238
gen: 81 best: 130.5 mean: 165.75273631840795
gen: 82 best: 130.5 mean: 165.50348258706467
gen: 83 best: 130.5 mean: 165.33880597014925
gen: 84 best: 130.5 mean: 166.10497512437811
gen: 85 best: 130.5 mean: 164.9865671641791
gen: 86 best: 130.5 mean: 165.49850746268658
gen: 87 best: 130.5 mean: 165.84228855721392
gen: 88 best: 130.5 mean: 165.48009950248755
gen: 89 best: 130.5 mean: 165.00746268656715
gen: 90 best: 130.5 mean: 164.8412935323383
gen: 91 best: 130.5 mean: 165.31492537313432
gen: 92 best: 130.5 mean: 164.93383084577115
gen: 93 best: 130.5 mean: 164.60746268656717
gen: 94 best: 130.5 mean: 164.64776119402984
gen: 95 best: 130.5 mean: 164.36965174129352
gen: 96 best: 130.5 mean: 163.40597014925373
gen: 97 best: 130.5 mean: 162.9905472636816
gen: 98 best: 130.5 mean: 163.62786069651742
gen: 99 best: 130.5 mean: 163.79751243781095
