Exp	Best	Mean	StdDev
768N_graph24strictgen3rem50_514098graph.dat	1	378.52941176470586	140.68890070651244
768N_graph24strictgen3rem70_371293graph.dat	1	301.2352941176471	126.20735944410956
768N_graph24mediumgen3rem50_142805graph.dat	1	423.3636363636364	138.26562450627486
768N_graph24mediumgen3rem70_799708graph.dat	1	328.7567567567568	163.7949287083164
768N_graph24laxgen3rem50_257049graph.dat	1	434.24242424242425	138.47634746137788
768N_graph24laxgen3rem70_257049graph.dat	1	362.37142857142857	153.7184970214405
768N_graph24leerygen3rem50_199927graph.dat	1	431.48571428571427	177.01838022865172
768N_graph24leerygen3rem70_628342graph.dat	1	411.8484848484849	135.90106053773118
