Exp	Best	Mean	StdDev
768N_graph24strictgen3rem50_514098graph.dat	342	415.73333333333335	31.643781204035793
768N_graph24strictgen3rem70_371293graph.dat	1	319.93333333333334	111.14433058965365
768N_graph24mediumgen3rem50_142805graph.dat	1	408.43333333333334	139.08622825027967
768N_graph24mediumgen3rem70_799708graph.dat	1	292.93333333333334	183.1674886241794
768N_graph24laxgen3rem50_257049graph.dat	1	401.53333333333336	180.0029135566669
768N_graph24laxgen3rem70_257049graph.dat	1	385.4	131.9920704688985
768N_graph24leerygen3rem50_199927graph.dat	1	436.76666666666665	172.4735116538833
768N_graph24leerygen3rem70_628342graph.dat	1	393.8333333333333	160.77895453765774
