gen >0, new best = 293.900
gen >0, new best = 250.200
gen >0, new best = 249.900
gen >0, new best = 243.900
gen >0, new best = 236.400
gen >0, new best = 205.400
gen: 0 best: 205.4 mean: 294.271144278607
gen: 1 best: 205.4 mean: 295.49701492537315
gen: 2 best: 205.4 mean: 290.07462686567163
gen >3, new best = 202.200
gen: 3 best: 202.2 mean: 287.2641791044776
gen >4, new best = 199.000
gen >4, new best = 194.000
gen: 4 best: 194.0 mean: 282.8373134328358
gen: 5 best: 194.0 mean: 286.3497512437811
gen: 6 best: 194.0 mean: 278.8059701492537
gen >7, new best = 192.700
gen: 7 best: 192.7 mean: 279.3004975124378
gen: 8 best: 192.7 mean: 275.5109452736318
gen: 9 best: 192.7 mean: 275.7283582089552
gen: 10 best: 192.7 mean: 273.5641791044776
gen: 11 best: 192.7 mean: 269.07611940298506
gen >12, new best = 184.900
gen: 12 best: 184.9 mean: 274.0049751243781
gen: 13 best: 184.9 mean: 272.4218905472637
gen: 14 best: 184.9 mean: 269.8900497512438
gen: 15 best: 184.9 mean: 269.0457711442786
gen: 16 best: 184.9 mean: 267.7034825870647
gen: 17 best: 184.9 mean: 266.8716417910448
gen: 18 best: 184.9 mean: 262.9452736318408
gen: 19 best: 184.9 mean: 261.2283582089552
gen: 20 best: 184.9 mean: 259.7860696517413
gen: 21 best: 184.9 mean: 260.4358208955224
gen: 22 best: 184.9 mean: 262.23383084577114
gen: 23 best: 184.9 mean: 262.1860696517413
gen: 24 best: 184.9 mean: 261.63830845771145
gen >25, new best = 158.200
gen: 25 best: 158.2 mean: 260.4676616915423
gen: 26 best: 158.2 mean: 255.84378109452737
gen: 27 best: 158.2 mean: 258.95522388059703
gen: 28 best: 158.2 mean: 258.2587064676617
gen: 29 best: 158.2 mean: 257.74278606965174
gen: 30 best: 158.2 mean: 257.75572139303483
gen: 31 best: 158.2 mean: 255.99751243781094
gen: 32 best: 158.2 mean: 255.2492537313433
gen: 33 best: 158.2 mean: 256.4597014925373
gen: 34 best: 158.2 mean: 255.05671641791045
gen: 35 best: 158.2 mean: 252.7955223880597
gen: 36 best: 158.2 mean: 252.20845771144278
gen: 37 best: 158.2 mean: 252.4905472636816
gen: 38 best: 158.2 mean: 250.62139303482587
gen: 39 best: 158.2 mean: 250.32537313432834
gen: 40 best: 158.2 mean: 251.1915422885572
gen: 41 best: 158.2 mean: 248.37611940298507
gen: 42 best: 158.2 mean: 249.6273631840796
gen: 43 best: 158.2 mean: 251.30199004975125
gen: 44 best: 158.2 mean: 250.76069651741292
gen: 45 best: 158.2 mean: 251.63681592039802
gen: 46 best: 158.2 mean: 250.6328358208955
gen: 47 best: 158.2 mean: 250.7592039800995
gen: 48 best: 158.2 mean: 249.01542288557215
gen: 49 best: 158.2 mean: 247.34328358208955
gen: 50 best: 158.2 mean: 247.69701492537314
gen: 51 best: 158.2 mean: 246.32537313432834
gen: 52 best: 158.2 mean: 246.28308457711444
gen: 53 best: 158.2 mean: 247.46169154228855
gen: 54 best: 158.2 mean: 247.0
gen: 55 best: 158.2 mean: 247.7955223880597
gen: 56 best: 158.2 mean: 244.05223880597015
gen: 57 best: 158.2 mean: 247.873631840796
gen: 58 best: 158.2 mean: 247.436815920398
gen: 59 best: 158.2 mean: 243.4273631840796
gen: 60 best: 158.2 mean: 245.48507462686567
gen: 61 best: 158.2 mean: 241.3825870646766
gen: 62 best: 158.2 mean: 244.48009950248758
gen: 63 best: 158.2 mean: 241.47512437810946
gen: 64 best: 158.2 mean: 244.60696517412936
gen: 65 best: 158.2 mean: 240.2497512437811
gen: 66 best: 158.2 mean: 243.42338308457713
gen: 67 best: 158.2 mean: 243.0094527363184
gen: 68 best: 158.2 mean: 239.98208955223882
gen: 69 best: 158.2 mean: 243.81442786069653
gen: 70 best: 158.2 mean: 241.57014925373133
gen: 71 best: 158.2 mean: 240.31592039800995
gen: 72 best: 158.2 mean: 241.19004975124378
gen: 73 best: 158.2 mean: 240.61144278606966
gen: 74 best: 158.2 mean: 240.54378109452736
gen: 75 best: 158.2 mean: 240.90149253731343
gen: 76 best: 158.2 mean: 241.65621890547263
gen: 77 best: 158.2 mean: 239.3089552238806
gen: 78 best: 158.2 mean: 238.3233830845771
gen: 79 best: 158.2 mean: 238.87014925373134
gen: 80 best: 158.2 mean: 240.24577114427862
gen: 81 best: 158.2 mean: 239.11094527363184
gen: 82 best: 158.2 mean: 238.4865671641791
gen: 83 best: 158.2 mean: 240.24477611940299
gen: 84 best: 158.2 mean: 239.32487562189056
gen: 85 best: 158.2 mean: 237.60099502487563
gen: 86 best: 158.2 mean: 236.82935323383086
gen: 87 best: 158.2 mean: 235.61940298507463
gen: 88 best: 158.2 mean: 237.74427860696517
gen: 89 best: 158.2 mean: 238.96567164179103
gen: 90 best: 158.2 mean: 240.26019900497514
gen: 91 best: 158.2 mean: 235.981592039801
gen: 92 best: 158.2 mean: 236.06069651741294
gen: 93 best: 158.2 mean: 236.15671641791045
gen: 94 best: 158.2 mean: 239.59452736318408
gen: 95 best: 158.2 mean: 237.20149253731344
gen: 96 best: 158.2 mean: 237.45124378109452
gen: 97 best: 158.2 mean: 238.6771144278607
gen: 98 best: 158.2 mean: 236.1865671641791
gen: 99 best: 158.2 mean: 235.5592039800995
