Generation,mean,best
0,687.4228855721393,665.2
1,685.9094527363184,600.3
2,687.0810945273632,600.3
3,685.2054726368159,600.3
4,684.3034825870647,600.3
5,683.9751243781094,600.3
6,682.2860696517413,600.3
7,681.7766169154229,600.3
8,680.4393034825871,600.3
9,681.1089552238806,600.3
10,678.8243781094527,600.3
11,679.673631840796,600.3
12,679.0597014925373,600.3
13,677.8248756218906,600.3
14,677.2278606965174,600.3
15,676.255223880597,600.3
16,675.7477611940299,600.3
17,674.9721393034825,600.3
18,673.4203980099503,600.3
19,673.1741293532339,600.3
20,673.4800995024875,600.3
21,672.5363184079602,599.6
22,672.7144278606966,599.6
23,670.9412935323384,599.6
24,671.2149253731343,599.5
25,671.3228855721393,599.5
26,670.6109452736318,599.5
27,670.1606965174129,597.7
28,668.1810945273631,597.7
29,667.6621890547264,597.7
30,666.6477611940298,594.9
31,665.3517412935323,594.9
32,665.6522388059701,594.9
33,664.5542288557214,594.9
34,663.6457711442786,594.9
35,662.5696517412936,584.3
36,662.397512437811,584.3
37,662.0353233830846,584.3
38,661.6094527363184,584.3
39,661.7522388059701,584.3
40,659.326368159204,584.3
41,658.4233830845772,584.3
42,658.6900497512438,584.3
43,657.8248756218906,581.2
44,657.8303482587064,581.2
45,658.581592039801,581.2
46,655.7537313432836,581.2
47,657.0940298507463,581.2
48,655.9990049751244,581.2
49,655.9283582089553,581.2
50,655.4248756218906,581.2
51,655.4154228855722,581.2
52,654.689552238806,581.2
53,655.1616915422885,581.2
54,654.8761194029851,581.2
55,654.9373134328358,581.2
56,655.8696517412935,581.2
57,654.6109452736318,581.2
58,653.0761194029851,581.2
59,654.3756218905472,581.2
60,652.1378109452736,581.2
61,653.2129353233831,577.1
62,653.128855721393,577.1
63,651.8338308457711,577.1
64,652.1512437810945,577.1
65,652.6437810945274,577.1
66,651.83184079602,577.1
67,651.1726368159204,577.1
68,652.1109452736318,577.1
69,651.2686567164179,577.1
70,649.7562189054727,577.1
71,649.5358208955224,577.1
72,648.5049751243781,577.1
73,650.7726368159204,577.1
74,649.8223880597014,566.4
75,648.7791044776119,566.4
76,649.1218905472637,566.4
77,649.505472636816,566.4
78,648.7273631840796,566.4
79,647.9940298507463,566.4
80,647.0875621890548,566.4
81,647.3960199004975,566.4
82,647.8492537313433,566.4
83,646.2786069651742,566.4
84,646.7482587064677,566.4
85,645.9616915422886,566.4
86,646.202487562189,566.4
87,647.2587064676617,566.4
88,646.5114427860697,566.4
89,646.3761194029851,566.4
90,646.6442786069651,566.4
91,645.4791044776119,566.4
92,645.9004975124378,566.4
93,645.9174129353233,566.4
94,645.5417910447761,566.4
95,645.0771144278607,566.4
96,645.5522388059701,566.4
97,645.4930348258706,566.4
98,644.8825870646766,566.4
99,646.2398009950249,566.4
