gen >0, new best = 443.500
gen >0, new best = 414.100
gen >0, new best = 380.800
gen >0, new best = 368.900
gen: 0 best: 368.9 mean: 452.2977611940299
gen >1, new best = 366.000
gen >1, new best = 360.600
gen: 1 best: 360.6 mean: 446.1796019900498
gen >2, new best = 348.300
gen: 2 best: 348.3 mean: 437.63781094527366
gen >3, new best = 330.600
gen: 3 best: 330.6 mean: 434.34278606965177
gen: 4 best: 330.6 mean: 431.8970149253731
gen: 5 best: 330.6 mean: 426.03980099502485
gen: 6 best: 330.6 mean: 425.8870646766169
gen >7, new best = 313.000
gen: 7 best: 313.0 mean: 423.24427860696517
gen: 8 best: 313.0 mean: 424.19154228855723
gen: 9 best: 313.0 mean: 418.5855721393035
gen: 10 best: 313.0 mean: 417.7164179104478
gen: 11 best: 313.0 mean: 415.1626865671642
gen: 12 best: 313.0 mean: 410.72985074626865
gen: 13 best: 313.0 mean: 413.61243781094527
gen: 14 best: 313.0 mean: 408.3258706467662
gen: 15 best: 313.0 mean: 404.72487562189053
gen: 16 best: 313.0 mean: 403.09601990049754
gen: 17 best: 313.0 mean: 402.17064676616917
gen: 18 best: 313.0 mean: 401.7512437810945
gen: 19 best: 313.0 mean: 398.0950248756219
gen: 20 best: 313.0 mean: 396.9467661691542
gen: 21 best: 313.0 mean: 392.52487562189054
gen: 22 best: 313.0 mean: 397.2159203980099
gen: 23 best: 313.0 mean: 395.48955223880597
gen: 24 best: 313.0 mean: 392.85273631840795
gen: 25 best: 313.0 mean: 389.5109452736318
gen: 26 best: 313.0 mean: 388.4457711442786
gen: 27 best: 313.0 mean: 388.84527363184077
gen >28, new best = 273.700
gen: 28 best: 273.7 mean: 385.3572139303483
gen: 29 best: 273.7 mean: 383.6577114427861
gen: 30 best: 273.7 mean: 382.6268656716418
gen: 31 best: 273.7 mean: 386.0507462686567
gen: 32 best: 273.7 mean: 383.56666666666666
gen: 33 best: 273.7 mean: 382.46616915422885
gen: 34 best: 273.7 mean: 379.1910447761194
gen: 35 best: 273.7 mean: 377.37960199004976
gen: 36 best: 273.7 mean: 376.8557213930348
gen: 37 best: 273.7 mean: 376.9781094527363
gen: 38 best: 273.7 mean: 375.3587064676617
gen: 39 best: 273.7 mean: 373.252736318408
gen: 40 best: 273.7 mean: 372.4537313432836
gen: 41 best: 273.7 mean: 372.3915422885572
gen: 42 best: 273.7 mean: 373.7960199004975
gen: 43 best: 273.7 mean: 370.7532338308458
gen: 44 best: 273.7 mean: 369.26467661691544
gen: 45 best: 273.7 mean: 368.03980099502485
gen: 46 best: 273.7 mean: 367.71492537313435
gen: 47 best: 273.7 mean: 367.70796019900496
gen: 48 best: 273.7 mean: 366.5731343283582
gen: 49 best: 273.7 mean: 367.0462686567164
gen: 50 best: 273.7 mean: 367.0567164179104
gen: 51 best: 273.7 mean: 367.1358208955224
gen: 52 best: 273.7 mean: 367.8810945273632
gen: 53 best: 273.7 mean: 366.5696517412935
gen: 54 best: 273.7 mean: 363.2452736318408
gen: 55 best: 273.7 mean: 367.536815920398
gen: 56 best: 273.7 mean: 362.1223880597015
gen: 57 best: 273.7 mean: 363.8019900497512
gen: 58 best: 273.7 mean: 363.43333333333334
gen: 59 best: 273.7 mean: 361.6955223880597
gen: 60 best: 273.7 mean: 362.88009950248755
gen: 61 best: 273.7 mean: 364.89452736318407
gen: 62 best: 273.7 mean: 361.68009950248756
gen: 63 best: 273.7 mean: 363.6004975124378
gen: 64 best: 273.7 mean: 360.30099502487565
gen: 65 best: 273.7 mean: 361.9592039800995
gen: 66 best: 273.7 mean: 362.7358208955224
gen: 67 best: 273.7 mean: 362.79004975124377
gen: 68 best: 273.7 mean: 361.7726368159204
gen: 69 best: 273.7 mean: 362.3731343283582
gen: 70 best: 273.7 mean: 363.46567164179106
gen: 71 best: 273.7 mean: 358.8557213930348
gen: 72 best: 273.7 mean: 358.2502487562189
gen: 73 best: 273.7 mean: 358.32139303482586
gen: 74 best: 273.7 mean: 360.6039800995025
gen: 75 best: 273.7 mean: 358.58855721393036
gen: 76 best: 273.7 mean: 359.82338308457713
gen: 77 best: 273.7 mean: 359.1154228855721
gen: 78 best: 273.7 mean: 359.90547263681594
gen: 79 best: 273.7 mean: 361.33930348258707
gen: 80 best: 273.7 mean: 359.1084577114428
gen: 81 best: 273.7 mean: 360.3557213930348
gen: 82 best: 273.7 mean: 361.0547263681592
gen: 83 best: 273.7 mean: 357.934328358209
gen: 84 best: 273.7 mean: 362.6452736318408
gen: 85 best: 273.7 mean: 360.1860696517413
gen: 86 best: 273.7 mean: 357.6820895522388
gen: 87 best: 273.7 mean: 358.42388059701494
gen: 88 best: 273.7 mean: 361.3880597014925
gen: 89 best: 273.7 mean: 358.1004975124378
gen: 90 best: 273.7 mean: 356.27064676616914
gen: 91 best: 273.7 mean: 357.52437810945275
gen: 92 best: 273.7 mean: 359.36567164179104
gen: 93 best: 273.7 mean: 357.018407960199
gen: 94 best: 273.7 mean: 356.5512437810945
gen: 95 best: 273.7 mean: 357.41144278606964
gen: 96 best: 273.7 mean: 351.6189054726368
gen: 97 best: 273.7 mean: 355.0044776119403
gen: 98 best: 273.7 mean: 352.5129353233831
gen: 99 best: 273.7 mean: 355.573631840796
