Exp	Best	Mean	StdDev
768N_graph5strictgen3rem50_714025graph.dat	331	403.46666666666664	36.21025023694564
768N_graph5strictgen3rem70_628342graph.dat	230	328.6333333333333	74.01192846802167
768N_graph5mediumgen3rem50_428415graph.dat	386	441.8333333333333	27.94528383983403
768N_graph5mediumgen3rem70_199927graph.dat	311	380	50.622788017519014
768N_graph5laxgen3rem50_628342graph.dat	414	460.96666666666664	24.969959729420648
768N_graph5laxgen3rem70_799708graph.dat	284	396.1666666666667	56.17002957291567
768N_graph5leerygen3rem50_628342graph.dat	431	475.1666666666667	22.562628885442898
768N_graph5leerygen3rem70_685464graph.dat	335	420.7	43.15719329768021
