Exp	Best	Mean	StdDev
512N_graph18strictgen3rem50_399854graph.dat	263	297.8	20.6
512N_graph18strictgen3rem70_257049graph.dat	2	227	65.62519841239848
512N_graph18mediumgen3rem50_542659graph.dat	6	284.96666666666664	57.18011503622178
512N_graph18mediumgen3rem70_599781graph.dat	1	240.46666666666667	82.83104624609194
512N_graph18laxgen3rem50_428415graph.dat	1	289.46666666666664	97.88998359836866
512N_graph18laxgen3rem70_28561graph.dat	1	257.26666666666665	81.23871545567968
512N_graph18leerygen3rem50_771147graph.dat	1	296.6	99.90982600992423
512N_graph18leerygen3rem70_771147graph.dat	261	318.8	29.330757462659115
