gen >0, new best = 296.500
gen >0, new best = 274.000
gen >0, new best = 248.600
gen >0, new best = 218.900
gen: 0 best: 218.9 mean: 315.20298507462684
gen: 1 best: 218.9 mean: 308.44776119402985
gen: 2 best: 218.9 mean: 310.0950248756219
gen >3, new best = 209.300
gen: 3 best: 209.3 mean: 299.5606965174129
gen: 4 best: 209.3 mean: 296.62388059701493
gen: 5 best: 209.3 mean: 296.7875621890547
gen: 6 best: 209.3 mean: 290.90248756218904
gen: 7 best: 209.3 mean: 284.5661691542289
gen >8, new best = 208.400
gen >8, new best = 205.700
gen: 8 best: 205.7 mean: 288.64328358208957
gen: 9 best: 205.7 mean: 281.7746268656716
gen: 10 best: 205.7 mean: 281.1154228855721
gen: 11 best: 205.7 mean: 282.1641791044776
gen >12, new best = 190.200
gen: 12 best: 190.2 mean: 276.5547263681592
gen: 13 best: 190.2 mean: 272.9323383084577
gen: 14 best: 190.2 mean: 271.62338308457714
gen: 15 best: 190.2 mean: 273.9950248756219
gen >16, new best = 189.300
gen: 16 best: 189.3 mean: 269.38855721393037
gen: 17 best: 189.3 mean: 265.03980099502485
gen: 18 best: 189.3 mean: 266.7
gen: 19 best: 189.3 mean: 263.63084577114427
gen: 20 best: 189.3 mean: 261.0786069651741
gen: 21 best: 189.3 mean: 260.81044776119404
gen: 22 best: 189.3 mean: 263.1223880597015
gen: 23 best: 189.3 mean: 260.89303482587064
gen: 24 best: 189.3 mean: 258.4870646766169
gen: 25 best: 189.3 mean: 256.7014925373134
gen: 26 best: 189.3 mean: 258.88009950248755
gen: 27 best: 189.3 mean: 255.97512437810946
gen: 28 best: 189.3 mean: 253.98756218905473
gen: 29 best: 189.3 mean: 252.91641791044776
gen: 30 best: 189.3 mean: 255.17562189054726
gen: 31 best: 189.3 mean: 254.05522388059703
gen: 32 best: 189.3 mean: 251.71293532338308
gen: 33 best: 189.3 mean: 250.60796019900496
gen: 34 best: 189.3 mean: 252.0502487562189
gen: 35 best: 189.3 mean: 251.30746268656716
gen: 36 best: 189.3 mean: 251.20248756218905
gen: 37 best: 189.3 mean: 250.86019900497513
gen: 38 best: 189.3 mean: 249.418407960199
gen: 39 best: 189.3 mean: 248.97114427860697
gen >40, new best = 175.500
gen: 40 best: 175.5 mean: 249.72985074626865
gen: 41 best: 175.5 mean: 248.707960199005
gen: 42 best: 175.5 mean: 245.15671641791045
gen: 43 best: 175.5 mean: 249.1636815920398
gen: 44 best: 175.5 mean: 248.018407960199
gen: 45 best: 175.5 mean: 247.36467661691543
gen: 46 best: 175.5 mean: 244.7636815920398
gen: 47 best: 175.5 mean: 245.95273631840797
gen: 48 best: 175.5 mean: 247.14975124378108
gen: 49 best: 175.5 mean: 246.75671641791044
gen: 50 best: 175.5 mean: 243.29253731343283
gen: 51 best: 175.5 mean: 247.84925373134328
gen: 52 best: 175.5 mean: 245.63681592039802
gen: 53 best: 175.5 mean: 244.67462686567166
gen: 54 best: 175.5 mean: 244.31243781094528
gen: 55 best: 175.5 mean: 244.0358208955224
gen: 56 best: 175.5 mean: 243.6636815920398
gen: 57 best: 175.5 mean: 246.82089552238807
gen: 58 best: 175.5 mean: 244.7855721393035
gen: 59 best: 175.5 mean: 244.98407960199006
gen: 60 best: 175.5 mean: 244.4865671641791
gen: 61 best: 175.5 mean: 242.53532338308457
gen: 62 best: 175.5 mean: 245.55721393034827
gen: 63 best: 175.5 mean: 243.2144278606965
gen: 64 best: 175.5 mean: 243.11393034825872
gen: 65 best: 175.5 mean: 244.13333333333333
gen: 66 best: 175.5 mean: 243.91890547263682
gen: 67 best: 175.5 mean: 239.52587064676618
gen: 68 best: 175.5 mean: 240.79601990049753
gen: 69 best: 175.5 mean: 242.11144278606966
gen: 70 best: 175.5 mean: 241.8
gen: 71 best: 175.5 mean: 239.91542288557213
gen: 72 best: 175.5 mean: 239.7323383084577
gen: 73 best: 175.5 mean: 241.49950248756218
gen: 74 best: 175.5 mean: 240.58457711442787
gen: 75 best: 175.5 mean: 239.3268656716418
gen: 76 best: 175.5 mean: 241.08059701492536
gen: 77 best: 175.5 mean: 241.87313432835822
gen: 78 best: 175.5 mean: 238.18955223880596
gen: 79 best: 175.5 mean: 236.97910447761194
gen: 80 best: 175.5 mean: 239.06119402985075
gen: 81 best: 175.5 mean: 237.1830845771144
gen: 82 best: 175.5 mean: 236.78756218905474
gen >83, new best = 165.700
gen: 83 best: 165.7 mean: 238.21492537313432
gen: 84 best: 165.7 mean: 236.72885572139305
gen: 85 best: 165.7 mean: 237.17910447761193
gen: 86 best: 165.7 mean: 236.4731343283582
gen: 87 best: 165.7 mean: 237.03830845771145
gen: 88 best: 165.7 mean: 237.15522388059702
gen: 89 best: 165.7 mean: 236.53034825870645
gen: 90 best: 165.7 mean: 237.94278606965173
gen: 91 best: 165.7 mean: 234.84875621890546
gen: 92 best: 165.7 mean: 237.50398009950248
gen: 93 best: 165.7 mean: 235.23283582089553
gen: 94 best: 165.7 mean: 235.3223880597015
gen: 95 best: 165.7 mean: 236.0089552238806
gen: 96 best: 165.7 mean: 235.73482587064677
gen: 97 best: 165.7 mean: 234.70149253731344
gen: 98 best: 165.7 mean: 235.72487562189056
gen: 99 best: 165.7 mean: 235.43283582089552
