gen >0, new best = 265.500
gen >0, new best = 248.200
gen >0, new best = 230.600
gen: 0 best: 230.6 mean: 314.5716417910448
gen >1, new best = 224.800
gen >1, new best = 221.900
gen: 1 best: 221.9 mean: 307.4009950248756
gen: 2 best: 221.9 mean: 306.2990049751244
gen >3, new best = 214.900
gen: 3 best: 214.9 mean: 304.49800995024873
gen: 4 best: 214.9 mean: 299.2820895522388
gen: 5 best: 214.9 mean: 299.9283582089552
gen >6, new best = 203.100
gen >6, new best = 186.400
gen: 6 best: 186.4 mean: 289.0970149253731
gen: 7 best: 186.4 mean: 287.0
gen: 8 best: 186.4 mean: 286.71890547263683
gen: 9 best: 186.4 mean: 286.32089552238807
gen: 10 best: 186.4 mean: 282.79751243781095
gen: 11 best: 186.4 mean: 281.72786069651744
gen: 12 best: 186.4 mean: 277.4691542288557
gen: 13 best: 186.4 mean: 274.6139303482587
gen: 14 best: 186.4 mean: 275.83383084577116
gen: 15 best: 186.4 mean: 270.9681592039801
gen: 16 best: 186.4 mean: 271.50696517412933
gen: 17 best: 186.4 mean: 267.2407960199005
gen >18, new best = 185.700
gen: 18 best: 185.7 mean: 262.8905472636816
gen: 19 best: 185.7 mean: 264.1592039800995
gen: 20 best: 185.7 mean: 261.36218905472634
gen: 21 best: 185.7 mean: 259.9547263681592
gen: 22 best: 185.7 mean: 259.23830845771147
gen: 23 best: 185.7 mean: 256.37860696517413
gen: 24 best: 185.7 mean: 258.1208955223881
gen: 25 best: 185.7 mean: 255.52636815920397
gen: 26 best: 185.7 mean: 253.85721393034825
gen: 27 best: 185.7 mean: 250.49701492537312
gen: 28 best: 185.7 mean: 249.75124378109453
gen: 29 best: 185.7 mean: 251.00049751243782
gen: 30 best: 185.7 mean: 247.50348258706467
gen: 31 best: 185.7 mean: 250.00099502487564
gen >32, new best = 184.800
gen: 32 best: 184.8 mean: 248.98955223880597
gen: 33 best: 184.8 mean: 251.08557213930348
gen: 34 best: 184.8 mean: 244.27860696517413
gen: 35 best: 184.8 mean: 246.2268656716418
gen: 36 best: 184.8 mean: 244.86666666666667
gen: 37 best: 184.8 mean: 245.10398009950248
gen: 38 best: 184.8 mean: 243.00646766169154
gen: 39 best: 184.8 mean: 242.64378109452736
gen: 40 best: 184.8 mean: 242.4
gen: 41 best: 184.8 mean: 241.35273631840795
gen: 42 best: 184.8 mean: 243.74875621890547
gen: 43 best: 184.8 mean: 240.81990049751244
gen: 44 best: 184.8 mean: 241.02139303482588
gen: 45 best: 184.8 mean: 241.00199004975124
gen: 46 best: 184.8 mean: 241.01442786069651
gen: 47 best: 184.8 mean: 239.78955223880598
gen: 48 best: 184.8 mean: 240.64427860696517
gen: 49 best: 184.8 mean: 239.7910447761194
gen: 50 best: 184.8 mean: 237.9726368159204
gen: 51 best: 184.8 mean: 238.04825870646766
gen: 52 best: 184.8 mean: 236.77910447761195
gen >53, new best = 168.100
gen: 53 best: 168.1 mean: 235.00298507462688
gen: 54 best: 168.1 mean: 237.52139303482588
gen: 55 best: 168.1 mean: 236.39402985074628
gen: 56 best: 168.1 mean: 234.8626865671642
gen: 57 best: 168.1 mean: 234.50746268656715
gen: 58 best: 168.1 mean: 235.66616915422887
gen: 59 best: 168.1 mean: 234.20845771144278
gen: 60 best: 168.1 mean: 231.58457711442787
gen: 61 best: 168.1 mean: 230.5139303482587
gen: 62 best: 168.1 mean: 231.7855721393035
gen: 63 best: 168.1 mean: 232.91044776119404
gen: 64 best: 168.1 mean: 231.55273631840797
gen: 65 best: 168.1 mean: 232.48059701492537
gen: 66 best: 168.1 mean: 230.4139303482587
gen: 67 best: 168.1 mean: 233.17462686567166
gen: 68 best: 168.1 mean: 231.9781094527363
gen: 69 best: 168.1 mean: 229.80248756218904
gen: 70 best: 168.1 mean: 229.8587064676617
gen: 71 best: 168.1 mean: 231.69850746268656
gen: 72 best: 168.1 mean: 230.50398009950248
gen: 73 best: 168.1 mean: 228.3407960199005
gen: 74 best: 168.1 mean: 228.6547263681592
gen: 75 best: 168.1 mean: 227.836815920398
gen: 76 best: 168.1 mean: 228.23333333333332
gen: 77 best: 168.1 mean: 228.25970149253732
gen: 78 best: 168.1 mean: 229.05572139303482
gen: 79 best: 168.1 mean: 230.32039800995025
gen: 80 best: 168.1 mean: 229.43283582089552
gen: 81 best: 168.1 mean: 228.5283582089552
gen: 82 best: 168.1 mean: 229.57810945273633
gen: 83 best: 168.1 mean: 228.9686567164179
gen: 84 best: 168.1 mean: 228.43333333333334
gen: 85 best: 168.1 mean: 229.1218905472637
gen: 86 best: 168.1 mean: 230.207960199005
gen: 87 best: 168.1 mean: 225.17114427860696
gen: 88 best: 168.1 mean: 226.00398009950248
gen: 89 best: 168.1 mean: 228.78009950248756
gen: 90 best: 168.1 mean: 226.45124378109452
gen: 91 best: 168.1 mean: 226.34278606965174
gen: 92 best: 168.1 mean: 227.9771144278607
gen: 93 best: 168.1 mean: 225.96467661691543
gen: 94 best: 168.1 mean: 227.08756218905472
gen: 95 best: 168.1 mean: 224.43532338308458
gen: 96 best: 168.1 mean: 223.99203980099503
gen: 97 best: 168.1 mean: 225.77014925373135
gen: 98 best: 168.1 mean: 224.2910447761194
gen: 99 best: 168.1 mean: 226.70298507462687
