Generation,mean,best
0,600.6965174129353,528.6
1,597.994527363184,528.6
2,593.8442786069652,525.1
3,591.1363184079602,524.2
4,585.6666666666666,520.2
5,580.171144278607,500.3
6,581.5930348258706,500.3
7,577.7004975124378,500.3
8,572.5059701492537,498.5
9,572.2616915422885,498.5
10,568.8592039800996,498.5
11,564.905472636816,494.7
12,564.8706467661691,494.7
13,563.1253731343284,494.7
14,558.6701492537313,494.7
15,556.1641791044776,494.7
16,554.3253731343284,494.7
17,553.8024875621891,490.7
18,552.1233830845771,490.7
19,548.2064676616916,487.0
20,547.3089552238806,487.0
21,546.094527363184,487.0
22,543.6174129353234,479.8
23,543.9985074626866,465.0
24,543.8681592039801,465.0
25,544.1835820895523,465.0
26,541.0323383084577,465.0
27,538.6746268656716,465.0
28,540.3601990049751,465.0
29,536.7786069651742,465.0
30,535.4547263681592,457.4
31,537.9328358208955,457.4
32,531.3567164179104,457.4
33,529.8810945273632,457.4
34,532.7865671641791,457.4
35,531.8114427860696,457.4
36,530.2592039800995,457.4
37,530.4223880597015,457.4
38,527.3363184079602,457.4
39,529.1577114427861,457.4
40,527.5482587064677,457.4
41,527.2925373134328,457.4
42,526.707960199005,457.4
43,524.6427860696517,457.4
44,524.6383084577114,457.4
45,524.5442786069651,457.4
46,525.0671641791045,457.4
47,523.781592039801,457.4
48,521.9482587064676,457.4
49,522.9820895522388,457.4
50,521.5159203980099,457.4
51,524.4487562189055,457.4
52,524.9064676616915,457.4
53,521.063184079602,457.4
54,520.1049751243781,457.4
55,519.8074626865672,457.4
56,518.6338308457712,457.4
57,519.4850746268656,457.4
58,520.1686567164179,457.4
59,519.031343283582,457.4
60,519.6044776119403,457.4
61,517.3905472636816,457.4
62,519.3810945273632,457.4
63,515.9696517412935,457.4
64,518.6756218905473,457.4
65,518.1452736318408,457.4
66,518.1303482587065,457.4
67,515.0278606965175,457.4
68,519.0452736318408,457.4
69,517.3721393034826,452.7
70,516.3119402985075,452.7
71,515.1572139303482,452.7
72,515.1482587064677,452.7
73,511.5910447761194,452.7
74,515.7900497512438,452.7
75,515.0761194029851,452.7
76,514.5646766169154,452.7
77,515.1213930348259,452.7
78,513.2930348258707,452.7
79,514.5487562189055,452.7
80,514.357711442786,452.7
81,511.38905472636816,452.7
82,514.636815920398,452.7
83,513.0,452.7
84,511.8661691542289,452.7
85,512.6199004975124,452.7
86,511.69751243781093,452.7
87,510.8228855721393,452.7
88,510.2805970149254,452.7
89,511.17462686567166,452.7
90,508.7402985074627,452.7
91,510.14328358208957,452.7
92,512.0293532338309,452.7
93,508.771144278607,452.7
94,510.43830845771146,452.7
95,509.01741293532336,452.7
96,509.22985074626865,439.8
97,509.80149253731344,439.8
98,511.1537313432836,439.8
99,509.055223880597,439.8
random,"([[24], [31, 351], [469, 548, 592], [169, 294, 457, 511, 535, 746, 792, 810, 835, 956], [32, 68, 75, 145, 176, 234, 288, 337, 382, 506, 546, 658, 785, 795, 806, 878, 917, 921, 1001], [34, 46, 63, 88, 190, 225, 229, 320, 322, 368, 405, 462, 505, 517, 553, 597, 622, 632, 642, 647, 660, 756, 780, 782, 805, 822, 825, 834, 891, 934, 945, 998, 1017], [8, 13, 25, 36, 37, 38, 51, 64, 73, 79, 85, 101, 106, 115, 120, 123, 132, 154, 157, 162, 170, 175, 182, 187, 196, 212, 241, 244, 249, 255, 262, 266, 277, 286, 289, 312, 326, 338, 342, 345, 356, 358, 366, 390, 392, 395, 408, 410, 420, 424, 427, 432, 434, 440, 444, 465, 476, 485, 487, 500, 519, 527, 534, 537, 544, 565, 596, 603, 609, 612, 623, 626, 630, 655, 682, 698, 705, 719, 722, 726, 733, 734, 740, 752, 768, 769, 770, 775, 776, 778, 796, 803, 809, 818, 829, 840, 854, 855, 869, 871, 883, 885, 886, 893, 906, 919, 938, 946, 948, 949, 951, 954, 959, 987, 1011, 1015, 1019], [14, 26, 30, 50, 82, 84, 86, 99, 104, 111, 112, 113, 116, 119, 128, 130, 131, 149, 152, 153, 163, 178, 181, 183, 192, 205, 217, 218, 231, 233, 239, 300, 305, 321, 329, 354, 361, 401, 404, 407, 439, 446, 450, 463, 470, 474, 479, 482, 491, 497, 507, 515, 524, 539, 541, 542, 545, 558, 581, 583, 586, 607, 637, 662, 678, 681, 694, 695, 706, 708, 714, 721, 739, 751, 757, 765, 777, 812, 837, 838, 841, 843, 850, 862, 866, 872, 875, 880, 888, 894, 902, 922, 933, 936, 941, 962, 963, 980, 988, 994, 999, 1006, 1007, 1018], [2, 28, 53, 92, 102, 114, 133, 138, 140, 144, 146, 161, 208, 214, 216, 238, 259, 267, 270, 271, 273, 283, 307, 327, 343, 355, 357, 364, 376, 381, 391, 413, 422, 425, 436, 451, 460, 467, 473, 549, 554, 560, 593, 619, 661, 689, 699, 700, 701, 709, 727, 728, 736, 741, 760, 787, 798, 799, 817, 826, 828, 831, 852, 856, 859, 905, 911, 926, 939, 944, 958, 966, 974, 976, 978, 981, 996, 1002, 1009], [1, 7, 81, 93, 94, 95, 193, 194, 195, 209, 222, 228, 237, 242, 251, 309, 346, 365, 372, 383, 397, 399, 403, 414, 421, 480, 502, 510, 566, 575, 590, 667, 670, 811, 819, 836, 874, 884, 895, 950, 967, 975, 991], [151, 248, 278, 335, 349, 445, 523, 528, 543, 611, 653, 674, 676, 720, 750, 761, 773, 943, 984, 1000], [10, 71, 87, 188, 202, 253, 285, 344, 359, 362, 387, 426, 472, 672, 692, 764, 816, 823], [57, 90, 223, 293, 347, 388, 518, 532, 659, 710, 723, 743, 788, 802], [5, 210, 226, 296, 475, 568, 577, 763, 784, 845], [44, 167, 185, 200, 215, 250, 263, 264, 311, 328, 331, 341, 348, 468, 481, 559, 686, 712], [61, 91, 125, 171, 191, 384, 437, 486, 531, 538, 569, 580, 625], [27, 121, 164, 165, 177, 220, 428, 509, 588, 673, 684, 767, 861, 887, 983, 992], [29, 287, 301, 330, 340, 350, 360, 396, 431, 447, 498, 521, 529, 557, 744, 755, 791, 853, 937], [69, 129, 201, 282, 313, 369, 418, 496, 595, 758, 771, 827, 868, 877, 879, 892, 898, 947], [23, 35, 54, 66, 72, 265, 323, 435, 477, 514, 551, 599, 688, 925, 957, 964, 1005, 1023], [110, 168, 235, 279, 308, 570, 617, 715, 781, 786, 848, 903, 910, 965, 995], [40, 49, 59, 155, 173, 179, 189, 316, 324, 411, 525, 797, 814, 858, 890], [47, 122, 159, 379, 490, 550, 629, 846, 990, 1016], [33, 453, 587, 716, 804, 908], [18, 77, 442, 582, 1004], [21, 41, 377, 725, 927, 942], [280, 574, 968], [745], [297, 614, 620], [830], [236, 844, 864], [669], []], 644, 6, 10)"
