gen >0, new best = 707.900
gen >0, new best = 701.700
gen >0, new best = 694.900
gen >0, new best = 692.900
gen >0, new best = 686.100
gen >0, new best = 640.600
gen: 0 best: 640.6 mean: 715.6146766169154
gen: 1 best: 640.6 mean: 715.1228855721394
gen: 2 best: 640.6 mean: 714.392039800995
gen: 3 best: 640.6 mean: 712.9885572139303
gen: 4 best: 640.6 mean: 712.4641791044776
gen >5, new best = 625.100
gen: 5 best: 625.1 mean: 711.8029850746269
gen: 6 best: 625.1 mean: 711.6442786069651
gen: 7 best: 625.1 mean: 710.3114427860696
gen: 8 best: 625.1 mean: 708.9796019900498
gen: 9 best: 625.1 mean: 707.349751243781
gen: 10 best: 625.1 mean: 710.0044776119403
gen: 11 best: 625.1 mean: 707.1169154228855
gen: 12 best: 625.1 mean: 706.5437810945274
gen: 13 best: 625.1 mean: 705.4432835820895
gen: 14 best: 625.1 mean: 705.1776119402986
gen: 15 best: 625.1 mean: 704.155223880597
gen: 16 best: 625.1 mean: 703.7084577114427
gen: 17 best: 625.1 mean: 702.66815920398
gen: 18 best: 625.1 mean: 702.0606965174129
gen: 19 best: 625.1 mean: 702.8517412935323
gen: 20 best: 625.1 mean: 701.1746268656716
gen: 21 best: 625.1 mean: 699.9885572139303
gen: 22 best: 625.1 mean: 701.5930348258706
gen: 23 best: 625.1 mean: 700.4646766169154
gen: 24 best: 625.1 mean: 698.7666666666667
gen: 25 best: 625.1 mean: 698.0527363184079
gen: 26 best: 625.1 mean: 699.823880597015
gen: 27 best: 625.1 mean: 699.4885572139303
gen: 28 best: 625.1 mean: 696.9517412935323
gen: 29 best: 625.1 mean: 697.9393034825871
gen: 30 best: 625.1 mean: 698.5
gen: 31 best: 625.1 mean: 697.1756218905473
gen: 32 best: 625.1 mean: 697.1462686567164
gen: 33 best: 625.1 mean: 695.7432835820896
gen: 34 best: 625.1 mean: 697.1333333333333
gen: 35 best: 625.1 mean: 696.5706467661691
gen: 36 best: 625.1 mean: 696.044776119403
gen: 37 best: 625.1 mean: 694.6074626865671
gen: 38 best: 625.1 mean: 693.9751243781094
gen: 39 best: 625.1 mean: 692.7522388059701
gen >40, new best = 618.600
gen: 40 best: 618.6 mean: 693.3810945273632
gen: 41 best: 618.6 mean: 693.1402985074627
gen: 42 best: 618.6 mean: 691.9676616915423
gen: 43 best: 618.6 mean: 692.9492537313433
gen: 44 best: 618.6 mean: 691.8233830845771
gen: 45 best: 618.6 mean: 692.0069651741294
gen: 46 best: 618.6 mean: 691.2139303482587
gen: 47 best: 618.6 mean: 689.4716417910448
gen: 48 best: 618.6 mean: 690.8820895522388
gen: 49 best: 618.6 mean: 689.6492537313433
gen: 50 best: 618.6 mean: 690.5830845771144
gen: 51 best: 618.6 mean: 687.5840796019901
gen: 52 best: 618.6 mean: 688.055223880597
gen: 53 best: 618.6 mean: 687.4626865671642
gen: 54 best: 618.6 mean: 687.3965174129353
gen: 55 best: 618.6 mean: 687.5298507462686
gen >56, new best = 618.200
gen: 56 best: 618.2 mean: 687.5492537313432
gen >57, new best = 601.600
gen: 57 best: 601.6 mean: 686.3825870646766
gen: 58 best: 601.6 mean: 687.8925373134329
gen: 59 best: 601.6 mean: 684.4089552238806
gen: 60 best: 601.6 mean: 684.3069651741293
gen: 61 best: 601.6 mean: 684.6004975124378
gen: 62 best: 601.6 mean: 686.0771144278607
gen: 63 best: 601.6 mean: 682.707960199005
gen: 64 best: 601.6 mean: 683.7258706467662
gen: 65 best: 601.6 mean: 683.7203980099503
gen: 66 best: 601.6 mean: 683.8477611940299
gen: 67 best: 601.6 mean: 681.631343283582
gen: 68 best: 601.6 mean: 680.6616915422885
gen >69, new best = 589.300
gen: 69 best: 589.3 mean: 681.4383084577114
gen: 70 best: 589.3 mean: 680.6950248756219
gen: 71 best: 589.3 mean: 680.4144278606965
gen: 72 best: 589.3 mean: 680.8865671641792
gen: 73 best: 589.3 mean: 680.9741293532338
gen: 74 best: 589.3 mean: 680.7870646766169
gen: 75 best: 589.3 mean: 679.0029850746268
gen: 76 best: 589.3 mean: 679.6920398009951
gen: 77 best: 589.3 mean: 679.6980099502488
gen: 78 best: 589.3 mean: 679.139303482587
gen: 79 best: 589.3 mean: 679.1323383084577
gen: 80 best: 589.3 mean: 679.2412935323383
gen: 81 best: 589.3 mean: 677.6970149253731
gen: 82 best: 589.3 mean: 678.3995024875622
gen: 83 best: 589.3 mean: 677.5004975124378
gen: 84 best: 589.3 mean: 678.4825870646766
gen: 85 best: 589.3 mean: 677.0522388059702
gen: 86 best: 589.3 mean: 677.3283582089553
gen: 87 best: 589.3 mean: 678.5532338308458
gen: 88 best: 589.3 mean: 678.2990049751244
gen: 89 best: 589.3 mean: 676.9457711442786
gen: 90 best: 589.3 mean: 676.7114427860696
gen: 91 best: 589.3 mean: 678.3786069651742
gen: 92 best: 589.3 mean: 677.4467661691542
gen: 93 best: 589.3 mean: 678.0213930348259
gen: 94 best: 589.3 mean: 677.0980099502488
gen: 95 best: 589.3 mean: 676.3452736318408
gen: 96 best: 589.3 mean: 676.5248756218906
gen: 97 best: 589.3 mean: 677.3900497512437
gen: 98 best: 589.3 mean: 677.2567164179104
gen: 99 best: 589.3 mean: 677.318407960199
