gen >0, new best = 649.500
gen >0, new best = 636.000
gen >0, new best = 624.200
gen: 0 best: 624.2 mean: 659.2037313432836
gen: 1 best: 624.2 mean: 657.3875621890547
gen: 2 best: 624.2 mean: 657.8865671641792
gen: 3 best: 624.2 mean: 656.8054726368159
gen: 4 best: 624.2 mean: 655.5766169154228
gen: 5 best: 624.2 mean: 653.8985074626866
gen >6, new best = 581.900
gen: 6 best: 581.9 mean: 652.6134328358208
gen: 7 best: 581.9 mean: 651.6696517412935
gen: 8 best: 581.9 mean: 650.9895522388059
gen: 9 best: 581.9 mean: 651.5094527363184
gen: 10 best: 581.9 mean: 650.6577114427861
gen: 11 best: 581.9 mean: 648.4258706467662
gen: 12 best: 581.9 mean: 648.492039800995
gen: 13 best: 581.9 mean: 646.6810945273631
gen: 14 best: 581.9 mean: 645.6905472636815
gen: 15 best: 581.9 mean: 645.2353233830846
gen: 16 best: 581.9 mean: 643.7626865671642
gen: 17 best: 581.9 mean: 642.797512437811
gen: 18 best: 581.9 mean: 644.1706467661692
gen >19, new best = 573.500
gen: 19 best: 573.5 mean: 641.5557213930348
gen: 20 best: 573.5 mean: 643.9766169154229
gen: 21 best: 573.5 mean: 642.5194029850746
gen: 22 best: 573.5 mean: 643.0960199004975
gen: 23 best: 573.5 mean: 640.5149253731344
gen: 24 best: 573.5 mean: 641.0248756218906
gen: 25 best: 573.5 mean: 641.0323383084577
gen: 26 best: 573.5 mean: 640.1129353233831
gen: 27 best: 573.5 mean: 639.9039800995025
gen: 28 best: 573.5 mean: 638.644776119403
gen >29, new best = 567.900
gen: 29 best: 567.9 mean: 637.7880597014926
gen: 30 best: 567.9 mean: 636.1666666666666
gen: 31 best: 567.9 mean: 635.497512437811
gen: 32 best: 567.9 mean: 635.2348258706468
gen: 33 best: 567.9 mean: 635.5726368159204
gen: 34 best: 567.9 mean: 634.7318407960199
gen: 35 best: 567.9 mean: 633.9960199004975
gen: 36 best: 567.9 mean: 635.2089552238806
gen: 37 best: 567.9 mean: 634.2791044776119
gen: 38 best: 567.9 mean: 631.3522388059702
gen: 39 best: 567.9 mean: 631.7154228855721
gen: 40 best: 567.9 mean: 630.9169154228856
gen: 41 best: 567.9 mean: 629.7009950248756
gen: 42 best: 567.9 mean: 628.8019900497512
gen: 43 best: 567.9 mean: 629.8049751243781
gen: 44 best: 567.9 mean: 627.8651741293532
gen: 45 best: 567.9 mean: 626.5796019900497
gen: 46 best: 567.9 mean: 625.5278606965175
gen: 47 best: 567.9 mean: 626.260696517413
gen: 48 best: 567.9 mean: 625.4825870646766
gen: 49 best: 567.9 mean: 623.8756218905472
gen: 50 best: 567.9 mean: 623.2621890547264
gen: 51 best: 567.9 mean: 623.5537313432836
gen: 52 best: 567.9 mean: 622.6253731343284
gen >53, new best = 556.100
gen: 53 best: 556.1 mean: 620.3557213930349
gen: 54 best: 556.1 mean: 621.3512437810946
gen: 55 best: 556.1 mean: 621.0716417910447
gen: 56 best: 556.1 mean: 621.3766169154229
gen: 57 best: 556.1 mean: 621.1726368159204
gen: 58 best: 556.1 mean: 618.9950248756219
gen: 59 best: 556.1 mean: 618.7099502487562
gen: 60 best: 556.1 mean: 617.5019900497513
gen >61, new best = 555.100
gen: 61 best: 555.1 mean: 618.3860696517413
gen: 62 best: 555.1 mean: 617.0915422885572
gen: 63 best: 555.1 mean: 617.0547263681592
gen: 64 best: 555.1 mean: 617.7800995024876
gen: 65 best: 555.1 mean: 615.5487562189055
gen: 66 best: 555.1 mean: 615.5218905472636
gen: 67 best: 555.1 mean: 617.1766169154229
gen: 68 best: 555.1 mean: 615.1925373134328
gen >69, new best = 547.400
gen: 69 best: 547.4 mean: 614.8970149253731
gen: 70 best: 547.4 mean: 615.2502487562189
gen: 71 best: 547.4 mean: 613.3880597014926
gen: 72 best: 547.4 mean: 612.6537313432835
gen: 73 best: 547.4 mean: 612.8601990049751
gen: 74 best: 547.4 mean: 613.1398009950249
gen: 75 best: 547.4 mean: 612.6233830845771
gen: 76 best: 547.4 mean: 610.2905472636816
gen: 77 best: 547.4 mean: 610.9820895522388
gen >78, new best = 541.000
gen: 78 best: 541.0 mean: 609.9646766169154
gen: 79 best: 541.0 mean: 611.0771144278607
gen: 80 best: 541.0 mean: 610.6328358208955
gen: 81 best: 541.0 mean: 609.5412935323383
gen: 82 best: 541.0 mean: 609.9114427860696
gen: 83 best: 541.0 mean: 609.0761194029851
gen: 84 best: 541.0 mean: 609.1935323383085
gen: 85 best: 541.0 mean: 608.1756218905473
gen: 86 best: 541.0 mean: 609.0706467661691
gen: 87 best: 541.0 mean: 607.6373134328359
gen: 88 best: 541.0 mean: 607.8159203980099
gen: 89 best: 541.0 mean: 608.465671641791
gen: 90 best: 541.0 mean: 607.9522388059702
gen: 91 best: 541.0 mean: 607.2572139303483
gen: 92 best: 541.0 mean: 607.905472636816
gen: 93 best: 541.0 mean: 606.8691542288557
gen: 94 best: 541.0 mean: 606.252736318408
gen: 95 best: 541.0 mean: 605.8054726368159
gen: 96 best: 541.0 mean: 607.320895522388
gen: 97 best: 541.0 mean: 608.5860696517412
gen: 98 best: 541.0 mean: 605.8915422885572
gen: 99 best: 541.0 mean: 605.6781094527363
