gen >0, new best = 158.900
gen >0, new best = 144.800
gen >0, new best = 131.300
gen >0, new best = 119.400
gen >0, new best = 117.300
gen: 0 best: 117.3 mean: 151.52636815920397
gen: 1 best: 117.3 mean: 150.83781094527365
gen: 2 best: 117.3 mean: 151.34029850746268
gen >3, new best = 117.000
gen: 3 best: 117.0 mean: 150.1771144278607
gen: 4 best: 117.0 mean: 148.34776119402986
gen: 5 best: 117.0 mean: 148.3726368159204
gen >6, new best = 115.000
gen: 6 best: 115.0 mean: 147.99850746268658
gen >7, new best = 104.300
gen: 7 best: 104.3 mean: 148.55771144278606
gen: 8 best: 104.3 mean: 147.62388059701493
gen: 9 best: 104.3 mean: 146.70298507462687
gen: 10 best: 104.3 mean: 145.80646766169156
gen: 11 best: 104.3 mean: 145.1492537313433
gen: 12 best: 104.3 mean: 144.34378109452737
gen: 13 best: 104.3 mean: 143.29701492537313
gen: 14 best: 104.3 mean: 143.17810945273632
gen: 15 best: 104.3 mean: 141.82537313432834
gen: 16 best: 104.3 mean: 141.63781094527363
gen: 17 best: 104.3 mean: 140.69353233830847
gen: 18 best: 104.3 mean: 140.61144278606966
gen: 19 best: 104.3 mean: 140.37412935323383
gen: 20 best: 104.3 mean: 140.69651741293532
gen: 21 best: 104.3 mean: 139.7726368159204
gen: 22 best: 104.3 mean: 139.96766169154228
gen: 23 best: 104.3 mean: 138.52786069651742
gen >24, new best = 101.400
gen: 24 best: 101.4 mean: 138.60646766169154
gen: 25 best: 101.4 mean: 138.10248756218905
gen: 26 best: 101.4 mean: 137.11144278606966
gen: 27 best: 101.4 mean: 136.39701492537313
gen: 28 best: 101.4 mean: 136.5218905472637
gen: 29 best: 101.4 mean: 136.044776119403
gen: 30 best: 101.4 mean: 135.6721393034826
gen: 31 best: 101.4 mean: 137.55223880597015
gen: 32 best: 101.4 mean: 134.8278606965174
gen: 33 best: 101.4 mean: 136.01442786069651
gen: 34 best: 101.4 mean: 135.34726368159204
gen: 35 best: 101.4 mean: 134.04328358208954
gen: 36 best: 101.4 mean: 134.2676616915423
gen >37, new best = 100.900
gen: 37 best: 100.9 mean: 133.57910447761193
gen: 38 best: 100.9 mean: 132.23830845771144
gen: 39 best: 100.9 mean: 134.14328358208957
gen: 40 best: 100.9 mean: 133.1318407960199
gen: 41 best: 100.9 mean: 133.82736318407962
gen: 42 best: 100.9 mean: 133.0860696517413
gen: 43 best: 100.9 mean: 134.24776119402986
gen: 44 best: 100.9 mean: 132.76318407960198
gen: 45 best: 100.9 mean: 132.7681592039801
gen: 46 best: 100.9 mean: 133.8084577114428
gen: 47 best: 100.9 mean: 133.18258706467662
gen: 48 best: 100.9 mean: 132.8318407960199
gen: 49 best: 100.9 mean: 133.72388059701493
gen: 50 best: 100.9 mean: 132.82885572139304
gen: 51 best: 100.9 mean: 132.71940298507462
gen: 52 best: 100.9 mean: 132.71542288557214
gen: 53 best: 100.9 mean: 132.59004975124378
gen: 54 best: 100.9 mean: 132.6363184079602
gen: 55 best: 100.9 mean: 131.23034825870647
gen: 56 best: 100.9 mean: 132.18557213930347
gen: 57 best: 100.9 mean: 132.59303482587066
gen: 58 best: 100.9 mean: 131.41044776119404
gen: 59 best: 100.9 mean: 131.1034825870647
gen: 60 best: 100.9 mean: 130.81990049751244
gen: 61 best: 100.9 mean: 132.26965174129353
gen: 62 best: 100.9 mean: 130.50199004975124
gen >63, new best = 91.000
gen: 63 best: 91.0 mean: 131.38308457711443
gen: 64 best: 91.0 mean: 130.8179104477612
gen: 65 best: 91.0 mean: 130.48507462686567
gen: 66 best: 91.0 mean: 130.58358208955224
gen: 67 best: 91.0 mean: 129.99751243781094
gen: 68 best: 91.0 mean: 130.76467661691544
gen: 69 best: 91.0 mean: 131.07164179104478
gen: 70 best: 91.0 mean: 131.2691542288557
gen: 71 best: 91.0 mean: 130.50248756218906
gen: 72 best: 91.0 mean: 129.91442786069652
gen: 73 best: 91.0 mean: 130.74427860696517
gen: 74 best: 91.0 mean: 130.50746268656715
gen: 75 best: 91.0 mean: 130.4900497512438
gen: 76 best: 91.0 mean: 129.50746268656715
gen: 77 best: 91.0 mean: 130.2492537313433
gen: 78 best: 91.0 mean: 130.2308457711443
gen: 79 best: 91.0 mean: 129.58009950248757
gen: 80 best: 91.0 mean: 130.41343283582088
gen: 81 best: 91.0 mean: 130.1910447761194
gen: 82 best: 91.0 mean: 129.94726368159203
gen: 83 best: 91.0 mean: 129.81592039800995
gen: 84 best: 91.0 mean: 129.3825870646766
gen: 85 best: 91.0 mean: 130.4945273631841
gen: 86 best: 91.0 mean: 130.4313432835821
gen: 87 best: 91.0 mean: 129.01940298507463
gen: 88 best: 91.0 mean: 129.01094527363185
gen: 89 best: 91.0 mean: 129.47114427860697
gen: 90 best: 91.0 mean: 129.163184079602
gen: 91 best: 91.0 mean: 129.536815920398
gen: 92 best: 91.0 mean: 129.44626865671643
gen: 93 best: 91.0 mean: 129.18507462686568
gen: 94 best: 91.0 mean: 129.63283582089554
gen: 95 best: 91.0 mean: 130.12238805970148
gen: 96 best: 91.0 mean: 129.99402985074627
gen: 97 best: 91.0 mean: 129.24427860696517
gen: 98 best: 91.0 mean: 129.4094527363184
gen: 99 best: 91.0 mean: 129.02139303482588
