Exp	Best	Mean	StdDev
1024N_graph26strictgen3rem50_714025graph.dat	1	518.1470588235294	190.778765058462
1024N_graph26strictgen3rem70_514098graph.dat	1	414	180.6611666708071
1024N_graph26mediumgen3rem50_228488graph.dat	1	553.5151515151515	176.6107037512803
1024N_graph26mediumgen3rem70_485537graph.dat	1	412.6923076923077	230.80962894260557
1024N_graph26laxgen3rem50_114244graph.dat	1	527.2972972972973	256.2242329684352
1024N_graph26laxgen3rem70_85683graph.dat	1	418.97435897435895	233.08658974058713
1024N_graph26leerygen3rem50_571220graph.dat	1	498.1951219512195	302.3758136146664
1024N_graph26leerygen3rem70_514098graph.dat	1	504	210.7495466865147
