Exp	Best	Mean	StdDev
1024N_graph24strictgen3rem50_85683graph.dat	513	575.7333333333333	23.792062168341403
1024N_graph24strictgen3rem70_57122graph.dat	1	427.64516129032256	103.7181504590754
1024N_graph24mediumgen3rem50_199927graph.dat	529	613.7	32.755813733341036
1024N_graph24mediumgen3rem70_514098graph.dat	407	491.1666666666667	50.97325006532566
1024N_graph24laxgen3rem50_257049graph.dat	595	641.3666666666667	30.835567486625283
1024N_graph24laxgen3rem70_257049graph.dat	409	550.6333333333333	49.99298839726317
1024N_graph24leerygen3rem50_485537graph.dat	1	638.4375	166.77303767021215
1024N_graph24leerygen3rem70_742586graph.dat	2	546.28125	151.16882829617188
