Exp	Best	Mean	StdDev
512N_graph18strictgen3rem50_399854graph.dat	2	292.19354838709677	55.14521554120873
512N_graph18strictgen3rem70_257049graph.dat	1	219.25	88.58682181904936
512N_graph18mediumgen3rem50_542659graph.dat	1	259.5151515151515	86.26320582683267
512N_graph18mediumgen3rem70_599781graph.dat	164	272.7	53.490279490763555
512N_graph18laxgen3rem50_428415graph.dat	1	313.51612903225805	61.19185638825983
512N_graph18laxgen3rem70_28561graph.dat	1	277.5806451612903	62.916623883311544
512N_graph18leerygen3rem50_771147graph.dat	1	320.7096774193548	61.73522732965618
512N_graph18leerygen3rem70_771147graph.dat	1	275.46875	92.83284183648317
