Exp	Best	Mean	StdDev
1024N_graph26strictgen3rem50_714025graph.dat	1	541.9666666666667	182.57938608238945
1024N_graph26strictgen3rem70_514098graph.dat	1	390.1666666666667	224.71197614328932
1024N_graph26mediumgen3rem50_228488graph.dat	1	483.8	243.40013694874264
1024N_graph26mediumgen3rem70_485537graph.dat	1	451.8666666666667	183.9115246222729
1024N_graph26laxgen3rem50_114244graph.dat	1	579.1333333333333	194.4165173595655
1024N_graph26laxgen3rem70_85683graph.dat	1	473.1666666666667	214.59886351568178
1024N_graph26leerygen3rem50_571220graph.dat	1	624.1666666666666	211.323146442178
1024N_graph26leerygen3rem70_514098graph.dat	1	445	247.52818021388998
