Exp	Best	Mean	StdDev
1024N_graph18strictgen3rem50_599781graph.dat	1	510.53333333333336	171.39364697159058
1024N_graph18strictgen3rem70_257049graph.dat	1	431.43333333333334	130.9362906997988
1024N_graph18mediumgen3rem50_199927graph.dat	2	587.5333333333333	112.70514135960654
1024N_graph18mediumgen3rem70_199927graph.dat	1	450.46666666666664	191.77047623540898
1024N_graph18laxgen3rem50_485537graph.dat	1	551.1	217.61194054248648
1024N_graph18laxgen3rem70_485537graph.dat	1	511.6333333333333	181.19721913490343
1024N_graph18leerygen3rem50_428415graph.dat	1	655.0333333333333	123.19590992489248
1024N_graph18leerygen3rem70_257049graph.dat	1	590.8666666666667	117.71709967356294
