Exp	Best	Mean	StdDev
512N_graph3strictgen3rem50_685464graph.dat	1	254.05714285714285	105.2235559876869
512N_graph3strictgen3rem70_371293graph.dat	1	183.28571428571428	86.30893727222706
512N_graph3mediumgen3rem50_799708graph.dat	1	271.75	121.67040519370353
512N_graph3mediumgen3rem70_285610graph.dat	1	214.40540540540542	110.71425588996242
512N_graph3laxgen3rem50_542659graph.dat	1	282.9714285714286	116.52675614621384
512N_graph3laxgen3rem70_456976graph.dat	1	225.8421052631579	121.56144781783354
512N_graph3leerygen3rem50_685464graph.dat	2	281.1388888888889	126.82055406005276
512N_graph3leerygen3rem70_828269graph.dat	1	244.78378378378378	120.96931376249708
