Exp	Best	Mean	StdDev
512N_graph9strictgen3rem50_314171graph.dat	1	261.93333333333334	52.336687790582324
512N_graph9strictgen3rem70_456976graph.dat	154	219.63333333333333	58.60004740233198
512N_graph9mediumgen3rem50_314171graph.dat	2	288.26666666666665	56.50423779584049
512N_graph9mediumgen3rem70_28561graph.dat	1	242.23333333333332	80.98669986828428
512N_graph9laxgen3rem50_199927graph.dat	1	294.3	59.05203919707882
512N_graph9laxgen3rem70_542659graph.dat	196	260.03333333333336	31.46265864304682
512N_graph9leerygen3rem50_628342graph.dat	1	306.6666666666667	83.0061577367741
512N_graph9leerygen3rem70_656903graph.dat	1	260.06666666666666	90.35962716956186
