Exp	Best	Mean	StdDev
512N_graph9strictgen3rem50_314171graph.dat	236	277	21.26185943577529
512N_graph9strictgen3rem70_456976graph.dat	2	208.16129032258064	56.06971281457808
512N_graph9mediumgen3rem50_314171graph.dat	1	284.16129032258067	54.57229403052819
512N_graph9mediumgen3rem70_28561graph.dat	177	259	44.486702132959536
512N_graph9laxgen3rem50_199927graph.dat	266	306.46666666666664	17.110880229322575
512N_graph9laxgen3rem70_542659graph.dat	1	262.93548387096774	61.67497295728631
512N_graph9leerygen3rem50_628342graph.dat	1	321.258064516129	60.833441430301335
512N_graph9leerygen3rem70_656903graph.dat	1	263.75757575757575	87.08304302217417
